generation,best_gen,best_ever,mean_fitness,greedy_fitness,mean_certainty,t_eval_max,elapsed
3837,-9.119e-05,-5.926e-05,-0.01498481,-9.119e-05,0.9408,40,117.14
3838,-9.119e-05,-5.926e-05,-0.00927489,-9.119e-05,0.94057,40,117.17
3839,-9.119e-05,-5.926e-05,-0.01633054,-9.119e-05,0.94054,40,117.2
3840,-9.119e-05,-5.926e-05,-0.01386346,-9.119e-05,0.94023,40,117.23
3841,-9.119e-05,-5.926e-05,-0.01046572,-9.119e-05,0.94064,40,117.27
3842,-9.119e-05,-5.926e-05,-0.01353221,-9.119e-05,0.9413,40,117.3
3843,-9.119e-05,-5.926e-05,-0.00301165,-9.119e-05,0.94104,40,117.33
3844,-9.119e-05,-5.926e-05,-0.01940036,-9.119e-05,0.94143,40,117.36
3845,-9.119e-05,-5.926e-05,-0.00805378,-9.119e-05,0.94242,40,117.39
3846,-9.119e-05,-5.926e-05,-0.01893427,-9.119e-05,0.94182,40,117.42
3847,-9.119e-05,-5.926e-05,-0.01444425,-9.119e-05,0.94205,40,117.45
3848,-9.119e-05,-5.926e-05,-0.00550567,-9.119e-05,0.94181,40,117.48
3849,-9.119e-05,-5.926e-05,-0.00843678,-9.119e-05,0.94201,40,117.51
3850,-9.119e-05,-5.926e-05,-0.01906004,-9.119e-05,0.94167,40,117.55
3851,-9.119e-05,-5.926e-05,-0.00724693,-9.119e-05,0.94144,40,117.58
3852,-9.119e-05,-5.926e-05,-0.02262054,-9.119e-05,0.94157,40,117.61
3853,-9.119e-05,-5.926e-05,-0.01637866,-9.119e-05,0.94176,40,117.64
3854,-9.119e-05,-5.926e-05,-0.00926793,-9.119e-05,0.9414,40,117.67
3855,-9.119e-05,-5.926e-05,-0.01884878,-9.119e-05,0.94231,40,117.7
3856,-9.119e-05,-5.926e-05,-0.01340431,-9.119e-05,0.94309,40,117.73
3857,-9.119e-05,-5.926e-05,-0.01180003,-9.119e-05,0.94355,40,117.76
3858,-9.119e-05,-5.926e-05,-0.00764359,-9.119e-05,0.94346,40,117.79
3859,-9.119e-05,-5.926e-05,-0.01517501,-9.119e-05,0.94264,40,117.82
3860,-9.119e-05,-5.926e-05,-0.01502937,-9.119e-05,0.94311,40,117.86
3861,-9.119e-05,-5.926e-05,-0.01658113,-9.119e-05,0.94294,40,117.89
3862,-9.119e-05,-5.926e-05,-0.00714797,-9.119e-05,0.94251,40,117.92
3863,-9.119e-05,-5.926e-05,-0.01708505,-9.119e-05,0.94166,40,117.95
3864,-9.119e-05,-5.926e-05,-0.01684258,-9.119e-05,0.94216,40,117.98
3865,-9.119e-05,-5.926e-05,-0.01531968,-9.119e-05,0.9422,40,118.01
3866,-9.119e-05,-5.926e-05,-0.01305528,-9.119e-05,0.94142,40,118.04
3867,-9.119e-05,-5.926e-05,-0.01004923,-9.119e-05,0.94216,40,118.07
3868,-9.119e-05,-5.926e-05,-0.01290303,-9.119e-05,0.94152,40,118.1
3869,-9.119e-05,-5.926e-05,-0.01918363,-9.119e-05,0.94102,40,118.13
3870,-9.119e-05,-5.926e-05,-0.01722007,-9.119e-05,0.94094,40,118.16
3871,-9.119e-05,-5.926e-05,-0.00748643,-9.119e-05,0.9406,40,118.2
3872,-9.119e-05,-5.926e-05,-0.02129401,-9.119e-05,0.94096,40,118.23
3873,-9.119e-05,-5.926e-05,-0.00976324,-9.119e-05,0.94109,40,118.26
3874,-9.119e-05,-5.926e-05,-0.01195838,-9.119e-05,0.94102,40,118.29
3875,-9.119e-05,-5.926e-05,-0.00930215,-9.119e-05,0.94136,40,118.32
3876,-9.119e-05,-5.926e-05,-0.0048756,-9.119e-05,0.94192,40,118.35
3877,-9.119e-05,-5.926e-05,-0.00890999,-9.119e-05,0.94224,40,118.38
3878,-9.119e-05,-5.926e-05,-0.00406671,-9.119e-05,0.94315,40,118.41
3879,-9.119e-05,-5.926e-05,-0.01103933,-9.119e-05,0.94397,40,118.44
3880,-9.119e-05,-5.926e-05,-0.01024058,-9.119e-05,0.94336,40,118.48
3881,-9.119e-05,-5.926e-05,-0.00770344,-9.119e-05,0.9433,40,118.51
3882,-9.119e-05,-5.926e-05,-0.01838244,-9.119e-05,0.94389,40,118.54
3883,-9.119e-05,-5.926e-05,-0.01194453,-9.119e-05,0.94418,40,118.57
3884,-9.119e-05,-5.926e-05,-0.00953559,-9.119e-05,0.94515,40,118.6
3885,-9.119e-05,-5.926e-05,-0.01626084,-9.119e-05,0.9467,40,118.63
3886,-9.119e-05,-5.926e-05,-0.0165481,-9.119e-05,0.94657,40,118.66
3887,-9.119e-05,-5.926e-05,-0.00682949,-9.119e-05,0.94644,40,118.69
3888,-9.119e-05,-5.926e-05,-0.01129672,-9.119e-05,0.94711,40,118.73
3889,-9.119e-05,-5.926e-05,-0.02092374,-9.119e-05,0.94724,40,118.76
3890,-9.119e-05,-5.926e-05,-0.00710945,-9.119e-05,0.94734,40,118.79
3891,-9.119e-05,-5.926e-05,-0.00512895,-9.119e-05,0.94767,40,118.82
3892,-9.119e-05,-5.926e-05,-0.01397822,-9.119e-05,0.94752,40,118.85
3893,-9.119e-05,-5.926e-05,-0.0122948,-9.119e-05,0.94741,40,118.88
3894,-9.119e-05,-5.926e-05,-0.02550973,-9.119e-05,0.94756,40,118.91
3895,-9.119e-05,-5.926e-05,-0.00783268,-9.119e-05,0.94709,40,118.94
3896,-9.119e-05,-5.926e-05,-0.01699806,-9.119e-05,0.94726,40,118.97
3897,-9.119e-05,-5.926e-05,-0.00761402,-9.119e-05,0.94759,40,119.0
3898,-9.119e-05,-5.926e-05,-0.01025602,-9.119e-05,0.94782,40,119.03
3899,-9.119e-05,-5.926e-05,-0.01197341,-9.119e-05,0.94771,40,119.07
3900,-9.119e-05,-5.926e-05,-0.01310087,-9.119e-05,0.94749,40,119.1
3901,-9.119e-05,-5.926e-05,-0.02470905,-9.119e-05,0.94711,40,119.13
3902,-9.119e-05,-5.926e-05,-0.01379534,-9.119e-05,0.94746,40,119.16
3903,-9.119e-05,-5.926e-05,-0.0042985,-9.119e-05,0.94774,40,119.19
3904,-9.119e-05,-5.926e-05,-0.01236384,-9.119e-05,0.94744,40,119.22
3905,-9.119e-05,-5.926e-05,-0.01417925,-9.119e-05,0.9483,40,119.25
3906,-9.119e-05,-5.926e-05,-0.01326611,-9.119e-05,0.94781,40,119.28
3907,-9.119e-05,-5.926e-05,-0.01395758,-9.119e-05,0.94775,40,119.31
3908,-9.119e-05,-5.926e-05,-0.01365942,-9.119e-05,0.94746,40,119.34
3909,-9.119e-05,-5.926e-05,-0.01321417,-9.119e-05,0.94789,40,119.38
3910,-9.119e-05,-5.926e-05,-0.01251856,-9.119e-05,0.9477,40,119.41
3911,-9.119e-05,-5.926e-05,-0.01718471,-9.119e-05,0.94768,40,119.44
3912,-9.119e-05,-5.926e-05,-0.00743668,-9.119e-05,0.94783,40,119.47
3913,-9.119e-05,-5.926e-05,-0.0167304,-9.119e-05,0.94818,40,119.5
3914,-9.119e-05,-5.926e-05,-0.01364756,-9.119e-05,0.94797,40,119.53
3915,-9.119e-05,-5.926e-05,-0.02078693,-9.119e-05,0.94856,40,119.56
3916,-9.119e-05,-5.926e-05,-0.00787301,-9.119e-05,0.94828,40,119.59
3917,-9.119e-05,-5.926e-05,-0.00864047,-9.119e-05,0.94773,40,119.62
3918,-9.119e-05,-5.926e-05,-0.01139608,-9.119e-05,0.94821,40,119.66
3919,-9.119e-05,-5.926e-05,-0.00835902,-9.119e-05,0.94805,40,119.69
3920,-9.119e-05,-5.926e-05,-0.01031919,-9.119e-05,0.94781,40,119.72
3921,-9.119e-05,-5.926e-05,-0.00532757,-9.119e-05,0.94707,40,119.75
3922,-9.119e-05,-5.926e-05,-0.01704424,-9.119e-05,0.94695,40,119.78
3923,-9.119e-05,-5.926e-05,-0.01359607,-9.119e-05,0.94778,40,119.81
3924,-9.119e-05,-5.926e-05,-0.00906242,-9.119e-05,0.9473,40,119.85
3925,-9.119e-05,-5.926e-05,-0.01268515,-9.119e-05,0.94679,40,119.88
3926,-6.4e-05,-5.926e-05,-0.01744794,-9.119e-05,0.94679,40,119.91
3927,-9.119e-05,-5.926e-05,-0.01301972,-9.119e-05,0.94642,40,119.94
3928,-9.119e-05,-5.926e-05,-0.02061577,-9.119e-05,0.94619,40,119.97
3929,-9.119e-05,-5.926e-05,-0.02120759,-9.119e-05,0.94679,40,120.0
3930,-9.119e-05,-5.926e-05,-0.00830274,-9.119e-05,0.94684,40,120.03
3931,-9.119e-05,-5.926e-05,-0.01634601,-9.119e-05,0.94686,40,120.07
3932,-9.119e-05,-5.926e-05,-0.01144026,-9.119e-05,0.94702,40,120.1
3933,-9.119e-05,-5.926e-05,-0.02275474,-9.119e-05,0.94733,40,120.13
3934,-9.119e-05,-5.926e-05,-0.01467209,-9.119e-05,0.94763,40,120.16
3935,-9.119e-05,-5.926e-05,-0.0107186,-9.119e-05,0.94774,40,120.19
3936,-9.119e-05,-5.926e-05,-0.011245,-9.119e-05,0.94797,40,120.22
3937,-9.119e-05,-5.926e-05,-0.03140467,-9.119e-05,0.94805,40,120.25
3938,-9.119e-05,-5.926e-05,-0.009573,-9.119e-05,0.94716,40,120.29
3939,-9.119e-05,-5.926e-05,-0.024001,-9.119e-05,0.94714,40,120.32
3940,-9.119e-05,-5.926e-05,-0.0237919,-9.119e-05,0.94715,40,120.35
3941,-9.119e-05,-5.926e-05,-0.01519567,-9.119e-05,0.94668,40,120.38
3942,-9.119e-05,-5.926e-05,-0.018216,-9.119e-05,0.94602,40,120.41
3943,-9.119e-05,-5.926e-05,-0.01756536,-9.119e-05,0.94547,40,120.44
3944,-9.119e-05,-5.926e-05,-0.01248079,-9.119e-05,0.94599,40,120.48
3945,-9.119e-05,-5.926e-05,-0.01335418,-9.119e-05,0.9461,40,120.51
3946,-9.119e-05,-5.926e-05,-0.01538431,-9.119e-05,0.94564,40,120.54
3947,-9.119e-05,-5.926e-05,-0.0223545,-9.119e-05,0.94583,40,120.57
3948,-9.119e-05,-5.926e-05,-0.01569374,-9.119e-05,0.94648,40,120.6
3949,-9.119e-05,-5.926e-05,-0.02064849,-9.119e-05,0.94595,40,120.63
3950,-9.119e-05,-5.926e-05,-0.01120199,-9.119e-05,0.94574,40,120.66
3951,-9.119e-05,-5.926e-05,-0.01648417,-9.119e-05,0.94625,40,120.69
3952,-9.119e-05,-5.926e-05,-0.01466,-9.119e-05,0.94593,40,120.72
3953,-9.119e-05,-5.926e-05,-0.00846692,-9.119e-05,0.94607,40,120.75
3954,-9.119e-05,-5.926e-05,-0.0121157,-9.119e-05,0.94635,40,120.78
3955,-9.119e-05,-5.926e-05,-0.01985795,-9.119e-05,0.9471,40,120.82
3956,-9.119e-05,-5.926e-05,-0.0169254,-9.119e-05,0.94627,40,120.85
3957,-9.119e-05,-5.926e-05,-0.00871191,-9.119e-05,0.94631,40,120.88
3958,-9.119e-05,-5.926e-05,-0.01057438,-9.119e-05,0.94688,40,120.91
3959,-9.119e-05,-5.926e-05,-0.0144303,-9.119e-05,0.94696,40,120.94
3960,-9.119e-05,-5.926e-05,-0.01764915,-9.119e-05,0.94723,40,120.97
3961,-9.119e-05,-5.926e-05,-0.00550741,-9.119e-05,0.94712,40,121.0
3962,-9.119e-05,-5.926e-05,-0.02152903,-9.119e-05,0.94692,40,121.03
3963,-9.119e-05,-5.926e-05,-0.00686176,-9.119e-05,0.94771,40,121.06
3964,-9.119e-05,-5.926e-05,-0.00833095,-9.119e-05,0.94823,40,121.09
3965,-9.119e-05,-5.926e-05,-0.01225889,-9.119e-05,0.94753,40,121.13
3966,-9.119e-05,-5.926e-05,-0.01115799,-9.119e-05,0.94786,40,121.16
3967,-9.119e-05,-5.926e-05,-0.00755545,-9.119e-05,0.94858,40,121.19
3968,-9.119e-05,-5.926e-05,-0.00635006,-9.119e-05,0.94839,40,121.22
3969,-9.119e-05,-5.926e-05,-0.01047253,-9.119e-05,0.94928,40,121.25
3970,-9.119e-05,-5.926e-05,-0.01706231,-9.119e-05,0.9486,40,121.28
3971,-9.119e-05,-5.926e-05,-0.01165028,-9.119e-05,0.94877,40,121.31
3972,-9.119e-05,-5.926e-05,-0.01009236,-9.119e-05,0.94915,40,121.34
3973,-9.119e-05,-5.926e-05,-0.02087317,-9.119e-05,0.94866,40,121.38
3974,-9.119e-05,-5.926e-05,-0.01251059,-9.119e-05,0.94891,40,121.41
3975,-9.119e-05,-5.926e-05,-0.00844862,-9.119e-05,0.94961,40,121.44
3976,-9.119e-05,-5.926e-05,-0.01449397,-9.119e-05,0.9488,40,121.47
3977,-9.119e-05,-5.926e-05,-0.01478909,-9.119e-05,0.94819,40,121.5
3978,-9.119e-05,-5.926e-05,-0.02448709,-9.119e-05,0.94772,40,121.53
3979,-9.119e-05,-5.926e-05,-0.00622934,-9.119e-05,0.9471,40,121.56
3980,-9.119e-05,-5.926e-05,-0.00863086,-9.119e-05,0.94646,40,121.59
3981,-9.119e-05,-5.926e-05,-0.00563802,-9.119e-05,0.94609,40,121.63
3982,-9.119e-05,-5.926e-05,-0.0193944,-9.119e-05,0.94633,40,121.66
3983,-9.119e-05,-5.926e-05,-0.00961054,-9.119e-05,0.94667,40,121.69
3984,-9.119e-05,-5.926e-05,-0.01300214,-9.119e-05,0.94612,40,121.72
3985,-9.119e-05,-5.926e-05,-0.00877273,-9.119e-05,0.94657,40,121.75
3986,-9.119e-05,-5.926e-05,-0.0103343,-9.119e-05,0.94644,40,121.78
3987,-9.119e-05,-5.926e-05,-0.01175444,-9.119e-05,0.94619,40,121.81
3988,-9.119e-05,-5.926e-05,-0.00269982,-9.119e-05,0.94696,40,121.84
3989,-9.119e-05,-5.926e-05,-0.01688869,-9.119e-05,0.947,40,121.87
3990,-9.119e-05,-5.926e-05,-0.01255273,-9.119e-05,0.9471,40,121.9
3991,-9.119e-05,-5.926e-05,-0.01091949,-9.119e-05,0.94736,40,121.93
3992,-9.119e-05,-5.926e-05,-0.01154643,-9.119e-05,0.94786,40,121.96
3993,-9.119e-05,-5.926e-05,-0.02121547,-9.119e-05,0.94738,40,121.99
3994,-9.119e-05,-5.926e-05,-0.01286803,-9.119e-05,0.94751,40,122.02
3995,-9.119e-05,-5.926e-05,-0.01169215,-9.119e-05,0.94729,40,122.06
3996,-9.119e-05,-5.926e-05,-0.02089533,-9.119e-05,0.94666,40,122.09
3997,-9.119e-05,-5.926e-05,-0.01085872,-9.119e-05,0.94686,40,122.12
3998,-9.119e-05,-5.926e-05,-0.01788634,-9.119e-05,0.94672,40,122.15
3999,-9.119e-05,-5.926e-05,-0.0237916,-9.119e-05,0.94705,40,122.18
4000,-9.119e-05,-5.926e-05,-0.00828485,-9.119e-05,0.94671,40,122.21
4001,-9.119e-05,-5.926e-05,-0.01039865,-9.119e-05,0.94694,40,122.24
4002,-9.119e-05,-5.926e-05,-0.01529823,-9.119e-05,0.94836,40,122.27
4003,-9.119e-05,-5.926e-05,-0.0090434,-9.119e-05,0.94828,40,122.3
4004,-9.119e-05,-5.926e-05,-0.01544793,-9.119e-05,0.94898,40,122.33
4005,-9.119e-05,-5.926e-05,-0.01152693,-9.119e-05,0.94923,40,122.36
4006,-9.119e-05,-5.926e-05,-0.01197655,-9.119e-05,0.94984,40,122.4
4007,-9.119e-05,-5.926e-05,-0.01339624,-9.119e-05,0.9499,40,122.43
4008,-9.119e-05,-5.926e-05,-0.00828843,-9.119e-05,0.94965,40,122.46
4009,-9.119e-05,-5.926e-05,-0.01227722,-9.119e-05,0.9493,40,122.49
4010,-9.119e-05,-5.926e-05,-0.01039703,-9.119e-05,0.94903,40,122.52
4011,-9.119e-05,-5.926e-05,-0.01148515,-9.119e-05,0.94908,40,122.55
4012,-9.119e-05,-5.926e-05,-0.02587081,-9.119e-05,0.94826,40,122.58
4013,-9.119e-05,-5.926e-05,-0.01342102,-9.119e-05,0.94817,40,122.61
4014,-9.119e-05,-5.926e-05,-0.01597217,-9.119e-05,0.9488,40,122.65
4015,-9.119e-05,-5.926e-05,-0.0060002,-9.119e-05,0.94822,40,122.68
4016,-9.119e-05,-5.926e-05,-0.0170259,-9.119e-05,0.94826,40,122.71
4017,-9.119e-05,-5.926e-05,-0.01330744,-9.119e-05,0.94837,40,122.74
4018,-9.119e-05,-5.926e-05,-0.01357121,-9.119e-05,0.94823,40,122.77
4019,-9.119e-05,-5.926e-05,-0.01428686,-9.119e-05,0.94803,40,122.8
4020,-9.119e-05,-5.926e-05,-0.01320872,-9.119e-05,0.94816,40,122.83
4021,-9.119e-05,-5.926e-05,-0.00751761,-9.119e-05,0.94749,40,122.87
4022,-9.119e-05,-5.926e-05,-0.02259535,-9.119e-05,0.94703,40,122.9
4023,-9.119e-05,-5.926e-05,-0.02591309,-9.119e-05,0.94635,40,122.93
4024,-9.119e-05,-5.926e-05,-0.01474676,-9.119e-05,0.94635,40,122.96
4025,-9.119e-05,-5.926e-05,-0.01682741,-9.119e-05,0.94604,40,122.99
4026,-9.119e-05,-5.926e-05,-0.01299142,-9.119e-05,0.94542,40,123.02
4027,-9.119e-05,-5.926e-05,-0.01642582,-9.119e-05,0.94526,40,123.05
4028,-9.119e-05,-5.926e-05,-0.00558736,-9.119e-05,0.94571,40,123.08
4029,-9.119e-05,-5.926e-05,-0.01364359,-9.119e-05,0.94604,40,123.11
4030,-9.119e-05,-5.926e-05,-0.00829359,-9.119e-05,0.94612,40,123.14
4031,-9.119e-05,-5.926e-05,-0.01528409,-9.119e-05,0.94636,40,123.17
4032,-9.119e-05,-5.926e-05,-0.01551772,-9.119e-05,0.94705,40,123.2
4033,-9.119e-05,-5.926e-05,-0.01020158,-9.119e-05,0.94662,40,123.23
4034,-9.119e-05,-5.926e-05,-0.01032398,-9.119e-05,0.9473,40,123.27
4035,-9.119e-05,-5.926e-05,-0.01198485,-9.119e-05,0.9465,40,123.3
4036,-9.119e-05,-5.926e-05,-0.0156496,-9.119e-05,0.94626,40,123.33
4037,-9.119e-05,-5.926e-05,-0.01120239,-9.119e-05,0.94609,40,123.36
4038,-9.119e-05,-5.926e-05,-0.01713296,-9.119e-05,0.94495,40,123.39
4039,-9.119e-05,-5.926e-05,-0.00975689,-9.119e-05,0.94457,40,123.42
4040,-9.119e-05,-5.926e-05,-0.02043965,-9.119e-05,0.94501,40,123.45
4041,-9.119e-05,-5.926e-05,-0.01433912,-9.119e-05,0.94486,40,123.48
4042,-9.119e-05,-5.926e-05,-0.00910008,-9.119e-05,0.94437,40,123.52
4043,-9.119e-05,-5.926e-05,-0.01084036,-9.119e-05,0.94478,40,123.55
4044,-9.119e-05,-5.926e-05,-0.00926281,-9.119e-05,0.94457,40,123.58
4045,-9.119e-05,-5.926e-05,-0.01481242,-9.119e-05,0.944,40,123.61
4046,-9.119e-05,-5.926e-05,-0.00459164,-9.119e-05,0.94497,40,123.64
4047,-9.119e-05,-5.926e-05,-0.01750412,-9.119e-05,0.94466,40,123.67
4048,-9.119e-05,-5.926e-05,-0.01596067,-9.119e-05,0.94417,40,123.7
4049,-9.119e-05,-5.926e-05,-0.00781744,-9.119e-05,0.94439,40,123.73
4050,-9.119e-05,-5.926e-05,-0.0058454,-9.119e-05,0.94556,40,123.76
4051,-9.119e-05,-5.926e-05,-0.00932037,-9.119e-05,0.94519,40,123.8
4052,-9.119e-05,-5.926e-05,-0.01404767,-9.119e-05,0.94537,40,123.83
4053,-9.119e-05,-5.926e-05,-0.01376576,-9.119e-05,0.94534,40,123.86
4054,-9.119e-05,-5.926e-05,-0.01098112,-9.119e-05,0.94657,40,123.89
4055,-9.119e-05,-5.926e-05,-0.01102827,-9.119e-05,0.94649,40,123.92
4056,-9.119e-05,-5.926e-05,-0.00850006,-9.119e-05,0.9452,40,123.95
4057,-9.119e-05,-5.926e-05,-0.01593794,-9.119e-05,0.9447,40,123.98
4058,-9.119e-05,-5.926e-05,-0.00793633,-9.119e-05,0.9456,40,124.01
4059,-9.119e-05,-5.926e-05,-0.00596353,-9.119e-05,0.94616,40,124.04
4060,-9.119e-05,-5.926e-05,-0.0124813,-9.119e-05,0.94637,40,124.07
4061,-9.119e-05,-5.926e-05,-0.0077893,-9.119e-05,0.94601,40,124.1
4062,-9.119e-05,-5.926e-05,-0.00851994,-9.119e-05,0.94667,40,124.14
4063,-9.119e-05,-5.926e-05,-0.01043972,-9.119e-05,0.94636,40,124.17
4064,-9.119e-05,-5.926e-05,-0.01537844,-9.119e-05,0.94667,40,124.2
4065,-9.119e-05,-5.926e-05,-0.01493753,-9.119e-05,0.94763,40,124.23
4066,-9.119e-05,-5.926e-05,-0.01129488,-9.119e-05,0.94898,40,124.26
4067,-9.119e-05,-5.926e-05,-0.02157527,-9.119e-05,0.94901,40,124.29
4068,-9.119e-05,-5.926e-05,-0.01410589,-9.119e-05,0.94902,40,124.32
4069,-9.119e-05,-5.926e-05,-0.01549067,-9.119e-05,0.94787,40,124.35
4070,-9.119e-05,-5.926e-05,-0.02314428,-9.119e-05,0.94765,40,124.38
4071,-9.119e-05,-5.926e-05,-0.01219407,-9.119e-05,0.94706,40,124.41
4072,-9.119e-05,-5.926e-05,-0.01398684,-9.119e-05,0.94664,40,124.44
4073,-9.119e-05,-5.926e-05,-0.00966449,-9.119e-05,0.94672,40,124.48
4074,-9.119e-05,-5.926e-05,-0.02043473,-9.119e-05,0.94669,40,124.51
4075,-9.119e-05,-5.926e-05,-0.01831701,-9.119e-05,0.94596,40,124.54
4076,-9.119e-05,-5.926e-05,-0.01782387,-9.119e-05,0.94637,40,124.57
4077,-9.119e-05,-5.926e-05,-0.01671143,-9.119e-05,0.94603,40,124.6
4078,-9.119e-05,-5.926e-05,-0.01105509,-9.119e-05,0.94572,40,124.63
4079,-9.119e-05,-5.926e-05,-0.01745146,-9.119e-05,0.94566,40,124.66
4080,-9.119e-05,-5.926e-05,-0.00928109,-9.119e-05,0.94527,40,124.69
4081,-9.119e-05,-5.926e-05,-0.0108989,-9.119e-05,0.94409,40,124.72
4082,-9.119e-05,-5.926e-05,-0.01330987,-9.119e-05,0.94335,40,124.75
4083,-9.119e-05,-5.926e-05,-0.01146723,-9.119e-05,0.94406,40,124.78
4084,-9.119e-05,-5.926e-05,-0.0149936,-9.119e-05,0.94533,40,124.82
4085,-9.119e-05,-5.926e-05,-0.00477201,-9.119e-05,0.94534,40,124.85
4086,-9.119e-05,-5.926e-05,-0.02099368,-9.119e-05,0.94448,40,124.88
4087,-9.119e-05,-5.926e-05,-0.00282816,-9.119e-05,0.94518,40,124.91
4088,-9.119e-05,-5.926e-05,-0.01577655,-9.119e-05,0.94559,40,124.94
4089,-9.119e-05,-5.926e-05,-0.01164697,-9.119e-05,0.94487,40,124.97
4090,-9.119e-05,-5.926e-05,-0.01649341,-9.119e-05,0.94415,40,125.0
4091,-9.119e-05,-5.926e-05,-0.01302889,-9.119e-05,0.9438,40,125.03
4092,-9.119e-05,-5.926e-05,-0.00618642,-9.119e-05,0.94463,40,125.06
4093,-9.119e-05,-5.926e-05,-0.01520261,-9.119e-05,0.94456,40,125.09
4094,-9.119e-05,-5.926e-05,-0.01320095,-9.119e-05,0.94417,40,125.13
4095,-9.119e-05,-5.926e-05,-0.00683691,-9.119e-05,0.94474,40,125.16
4096,-9.119e-05,-5.926e-05,-0.00862305,-9.119e-05,0.9447,40,125.19
4097,-9.119e-05,-5.926e-05,-0.01275498,-9.119e-05,0.94437,40,125.22
4098,-9.119e-05,-5.926e-05,-0.00790344,-9.119e-05,0.94571,40,125.25
4099,-9.119e-05,-5.926e-05,-0.01624516,-9.119e-05,0.94621,40,125.28
4100,-9.119e-05,-5.926e-05,-0.0046149,-9.119e-05,0.94641,40,125.31
4101,-9.119e-05,-5.926e-05,-0.01306824,-9.119e-05,0.94691,40,125.34
4102,-9.119e-05,-5.926e-05,-0.00271897,-9.119e-05,0.94729,40,125.37
4103,-9.119e-05,-5.926e-05,-0.01591328,-9.119e-05,0.94724,40,125.41
4104,-9.119e-05,-5.926e-05,-0.01753092,-9.119e-05,0.94694,40,125.44
4105,-9.119e-05,-5.926e-05,-0.01319578,-9.119e-05,0.94723,40,125.47
4106,-9.119e-05,-5.926e-05,-0.01556516,-9.119e-05,0.94722,40,125.5
4107,-9.119e-05,-5.926e-05,-0.02012869,-9.119e-05,0.94712,40,125.53
4108,-9.119e-05,-5.926e-05,-0.01473838,-9.119e-05,0.94792,40,125.56
4109,-9.119e-05,-5.926e-05,-0.00700183,-9.119e-05,0.94775,40,125.59
4110,-9.119e-05,-5.926e-05,-0.01983141,-9.119e-05,0.94777,40,125.62
4111,-9.119e-05,-5.926e-05,-0.01204634,-9.119e-05,0.94793,40,125.65
4112,-9.119e-05,-5.926e-05,-0.00896411,-9.119e-05,0.94814,40,125.69
4113,-9.119e-05,-5.926e-05,-0.00549824,-9.119e-05,0.94825,40,125.72
4114,-9.119e-05,-5.926e-05,-0.00945989,-9.119e-05,0.94809,40,125.75
4115,-9.119e-05,-5.926e-05,-0.01798109,-9.119e-05,0.94883,40,125.78
4116,-9.119e-05,-5.926e-05,-0.01770783,-9.119e-05,0.94789,40,125.81
4117,-9.119e-05,-5.926e-05,-0.02071936,-9.119e-05,0.94743,40,125.84
4118,-9.119e-05,-5.926e-05,-0.0123345,-9.119e-05,0.948,40,125.87
4119,-9.119e-05,-5.926e-05,-0.00937787,-9.119e-05,0.94816,40,125.9
4120,-9.119e-05,-5.926e-05,-0.01740369,-9.119e-05,0.94839,40,125.93
4121,-9.119e-05,-5.926e-05,-0.01333195,-9.119e-05,0.94815,40,125.96
4122,-9.119e-05,-5.926e-05,-0.01396979,-9.119e-05,0.94837,40,125.99
4123,-9.119e-05,-5.926e-05,-0.00609768,-9.119e-05,0.94865,40,126.03
4124,-9.119e-05,-5.926e-05,-0.00580621,-9.119e-05,0.94824,40,126.06
4125,-9.119e-05,-5.926e-05,-0.01727034,-9.119e-05,0.94866,40,126.09
4126,-9.119e-05,-5.926e-05,-0.01110881,-9.119e-05,0.94903,40,126.12
4127,-9.119e-05,-5.926e-05,-0.01334713,-9.119e-05,0.94939,40,126.15
4128,-9.119e-05,-5.926e-05,-0.0146073,-9.119e-05,0.95002,40,126.18
4129,-9.119e-05,-5.926e-05,-0.01207458,-9.119e-05,0.95011,40,126.21
4130,-9.119e-05,-5.926e-05,-0.00720146,-9.119e-05,0.95024,40,126.24
4131,-9.119e-05,-5.926e-05,-0.00816726,-9.119e-05,0.9504,40,126.28
4132,-9.119e-05,-5.926e-05,-0.00961882,-9.119e-05,0.95002,40,126.31
4133,-9.119e-05,-5.926e-05,-0.00939703,-9.119e-05,0.9505,40,126.34
4134,-9.119e-05,-5.926e-05,-0.0071819,-9.119e-05,0.95035,40,126.37
4135,-9.119e-05,-5.926e-05,-0.00883253,-9.119e-05,0.95009,40,126.4
4136,-9.119e-05,-5.926e-05,-0.01849906,-9.119e-05,0.94932,40,126.43
4137,-9.119e-05,-5.926e-05,-0.01373971,-9.119e-05,0.94881,40,126.46
4138,-9.119e-05,-5.926e-05,-0.01555235,-9.119e-05,0.94873,40,126.49
4139,-9.119e-05,-5.926e-05,-0.01287976,-9.119e-05,0.94818,40,126.52
4140,-9.119e-05,-5.926e-05,-0.01843527,-9.119e-05,0.94787,40,126.55
4141,-9.119e-05,-5.926e-05,-0.00541474,-9.119e-05,0.94826,40,126.58
4142,-9.119e-05,-5.926e-05,-0.02687124,-9.119e-05,0.94881,40,126.62
4143,-9.119e-05,-5.926e-05,-0.00498978,-9.119e-05,0.94855,40,126.65
4144,-9.119e-05,-5.926e-05,-0.01315967,-9.119e-05,0.94766,40,126.68
4145,-9.119e-05,-5.926e-05,-0.01156696,-9.119e-05,0.94754,40,126.71
4146,-9.119e-05,-5.926e-05,-0.00992247,-9.119e-05,0.94694,40,126.74
