generation,best_gen,best_ever,mean_fitness,greedy_fitness,mean_certainty,t_eval_max,elapsed
1860,-9.119e-05,-5.926e-05,-0.01607551,-9.119e-05,0.95424,40,56.37
1861,-9.119e-05,-5.926e-05,-0.01092122,-9.119e-05,0.95444,40,56.4
1862,-9.119e-05,-5.926e-05,-0.01193875,-9.119e-05,0.95452,40,56.43
1863,-9.119e-05,-5.926e-05,-0.01666279,-9.119e-05,0.95446,40,56.46
1864,-9.119e-05,-5.926e-05,-0.01746493,-9.119e-05,0.95433,40,56.49
1865,-9.119e-05,-5.926e-05,-0.01193959,-9.119e-05,0.95384,40,56.53
1866,-9.119e-05,-5.926e-05,-0.01716452,-9.119e-05,0.95373,40,56.56
1867,-9.119e-05,-5.926e-05,-0.01931403,-9.119e-05,0.95357,40,56.59
1868,-9.119e-05,-5.926e-05,-0.01170024,-9.119e-05,0.95423,40,56.62
1869,-9.119e-05,-5.926e-05,-0.01488415,-9.119e-05,0.95493,40,56.65
1870,-9.119e-05,-5.926e-05,-0.01009444,-9.119e-05,0.95522,40,56.68
1871,-9.119e-05,-5.926e-05,-0.01768423,-9.119e-05,0.95534,40,56.71
1872,-9.119e-05,-5.926e-05,-0.00706278,-9.119e-05,0.95505,40,56.74
1873,-9.119e-05,-5.926e-05,-0.01868846,-9.119e-05,0.9551,40,56.77
1874,-9.119e-05,-5.926e-05,-0.01648523,-9.119e-05,0.9552,40,56.8
1875,-9.119e-05,-5.926e-05,-0.01150946,-9.119e-05,0.95528,40,56.83
1876,-9.119e-05,-5.926e-05,-0.01671195,-9.119e-05,0.95511,40,56.86
1877,-9.119e-05,-5.926e-05,-0.01743589,-9.119e-05,0.95466,40,56.89
1878,-9.119e-05,-5.926e-05,-0.02790717,-9.119e-05,0.95461,40,56.92
1879,-9.119e-05,-5.926e-05,-0.01200936,-9.119e-05,0.95416,40,56.95
1880,-9.119e-05,-5.926e-05,-0.00748724,-9.119e-05,0.95445,40,56.98
1881,-9.119e-05,-5.926e-05,-0.00769788,-9.119e-05,0.95395,40,57.02
1882,-9.119e-05,-5.926e-05,-0.00943325,-9.119e-05,0.95388,40,57.05
1883,-9.119e-05,-5.926e-05,-0.00691404,-9.119e-05,0.9537,40,57.08
1884,-9.119e-05,-5.926e-05,-0.02118901,-9.119e-05,0.9533,40,57.11
1885,-9.119e-05,-5.926e-05,-0.02156772,-9.119e-05,0.95289,40,57.14
1886,-9.119e-05,-5.926e-05,-0.01404121,-9.119e-05,0.95299,40,57.17
1887,-9.119e-05,-5.926e-05,-0.01000938,-9.119e-05,0.95296,40,57.2
1888,-9.119e-05,-5.926e-05,-0.01002936,-9.119e-05,0.95344,40,57.23
1889,-9.119e-05,-5.926e-05,-0.00634854,-9.119e-05,0.95201,40,57.26
1890,-9.119e-05,-5.926e-05,-0.01226379,-9.119e-05,0.95193,40,57.29
1891,-9.119e-05,-5.926e-05,-0.01786629,-9.119e-05,0.95193,40,57.32
1892,-9.119e-05,-5.926e-05,-0.00520321,-9.119e-05,0.95198,40,57.35
1893,-9.119e-05,-5.926e-05,-0.02049281,-9.119e-05,0.9528,40,57.38
1894,-9.119e-05,-5.926e-05,-0.00900991,-9.119e-05,0.95206,40,57.41
1895,-9.119e-05,-5.926e-05,-0.0085444,-9.119e-05,0.95214,40,57.44
1896,-9.119e-05,-5.926e-05,-0.0170651,-9.119e-05,0.95214,40,57.47
1897,-9.119e-05,-5.926e-05,-0.01013785,-9.119e-05,0.95256,40,57.5
1898,-9.119e-05,-5.926e-05,-0.00693921,-9.119e-05,0.9522,40,57.53
1899,-9.119e-05,-5.926e-05,-0.01404276,-9.119e-05,0.95216,40,57.56
1900,-9.119e-05,-5.926e-05,-0.01514581,-9.119e-05,0.95284,40,57.6
1901,-9.119e-05,-5.926e-05,-0.01491369,-9.119e-05,0.95294,40,57.63
1902,-9.119e-05,-5.926e-05,-0.02181678,-9.119e-05,0.95266,40,57.66
1903,-9.119e-05,-5.926e-05,-0.00665091,-9.119e-05,0.95218,40,57.69
1904,-9.119e-05,-5.926e-05,-0.01033261,-9.119e-05,0.95258,40,57.72
1905,-9.119e-05,-5.926e-05,-0.00766543,-9.119e-05,0.95255,40,57.75
1906,-9.119e-05,-5.926e-05,-0.01474443,-9.119e-05,0.95294,40,57.78
1907,-9.119e-05,-5.926e-05,-0.00948176,-9.119e-05,0.95333,40,57.81
1908,-9.119e-05,-5.926e-05,-0.01484826,-9.119e-05,0.95343,40,57.84
1909,-9.119e-05,-5.926e-05,-0.01227707,-9.119e-05,0.95393,40,57.87
1910,-9.119e-05,-5.926e-05,-0.02035017,-9.119e-05,0.95495,40,57.9
1911,-9.119e-05,-5.926e-05,-0.00814041,-9.119e-05,0.9547,40,57.93
1912,-9.119e-05,-5.926e-05,-0.01975283,-9.119e-05,0.95519,40,57.96
1913,-9.119e-05,-5.926e-05,-0.01370575,-9.119e-05,0.95525,40,57.99
1914,-9.119e-05,-5.926e-05,-0.01852671,-9.119e-05,0.95629,40,58.02
1915,-9.119e-05,-5.926e-05,-0.00804892,-9.119e-05,0.95626,40,58.05
1916,-9.119e-05,-5.926e-05,-0.00932818,-9.119e-05,0.95634,40,58.08
1917,-9.119e-05,-5.926e-05,-0.00989459,-9.119e-05,0.95628,40,58.11
1918,-9.119e-05,-5.926e-05,-0.00992028,-9.119e-05,0.95593,40,58.14
1919,-9.119e-05,-5.926e-05,-0.01356528,-9.119e-05,0.95527,40,58.17
1920,-9.119e-05,-5.926e-05,-0.01187267,-9.119e-05,0.95549,40,58.21
1921,-9.119e-05,-5.926e-05,-0.01345264,-9.119e-05,0.95637,40,58.24
1922,-9.119e-05,-5.926e-05,-0.01310811,-9.119e-05,0.9565,40,58.27
1923,-9.119e-05,-5.926e-05,-0.01906341,-9.119e-05,0.95656,40,58.3
1924,-9.119e-05,-5.926e-05,-0.01621967,-9.119e-05,0.95678,40,58.33
1925,-9.119e-05,-5.926e-05,-0.02691916,-9.119e-05,0.9563,40,58.36
1926,-9.119e-05,-5.926e-05,-0.01569331,-9.119e-05,0.95552,40,58.39
1927,-9.119e-05,-5.926e-05,-0.0093781,-9.119e-05,0.9559,40,58.42
1928,-9.119e-05,-5.926e-05,-0.00641788,-9.119e-05,0.95532,40,58.45
1929,-9.119e-05,-5.926e-05,-0.01645851,-9.119e-05,0.95512,40,58.48
1930,-9.119e-05,-5.926e-05,-0.00812167,-9.119e-05,0.95455,40,58.51
1931,-9.119e-05,-5.926e-05,-0.0061853,-9.119e-05,0.95458,40,58.54
1932,-9.119e-05,-5.926e-05,-0.0094212,-9.119e-05,0.95449,40,58.57
1933,-9.119e-05,-5.926e-05,-0.0069567,-9.119e-05,0.95411,40,58.6
1934,-9.119e-05,-5.926e-05,-0.00986437,-9.119e-05,0.95343,40,58.63
1935,-9.119e-05,-5.926e-05,-0.01026115,-9.119e-05,0.95361,40,58.66
1936,-9.119e-05,-5.926e-05,-0.01257333,-9.119e-05,0.95409,40,58.69
1937,-9.119e-05,-5.926e-05,-0.00702812,-9.119e-05,0.9532,40,58.72
1938,-9.119e-05,-5.926e-05,-0.01285027,-9.119e-05,0.95306,40,58.75
1939,-9.119e-05,-5.926e-05,-0.00969792,-9.119e-05,0.95303,40,58.78
1940,-9.119e-05,-5.926e-05,-0.00289405,-9.119e-05,0.9533,40,58.81
1941,-9.119e-05,-5.926e-05,-0.01689124,-9.119e-05,0.95376,40,58.84
1942,-9.119e-05,-5.926e-05,-0.01427286,-9.119e-05,0.95259,40,58.87
1943,-9.119e-05,-5.926e-05,-0.01451391,-9.119e-05,0.95221,40,58.9
1944,-9.119e-05,-5.926e-05,-0.00926839,-9.119e-05,0.9517,40,58.93
1945,-9.119e-05,-5.926e-05,-0.01238215,-9.119e-05,0.95198,40,58.97
1946,-9.119e-05,-5.926e-05,-0.01275769,-9.119e-05,0.95193,40,59.0
1947,-9.119e-05,-5.926e-05,-0.01184489,-9.119e-05,0.95169,40,59.03
1948,-9.119e-05,-5.926e-05,-0.00940923,-9.119e-05,0.95167,40,59.06
1949,-9.119e-05,-5.926e-05,-0.01323414,-9.119e-05,0.95157,40,59.09
1950,-9.119e-05,-5.926e-05,-0.01517138,-9.119e-05,0.95207,40,59.12
1951,-9.119e-05,-5.926e-05,-0.01015136,-9.119e-05,0.95159,40,59.15
1952,-9.119e-05,-5.926e-05,-0.00522829,-9.119e-05,0.95198,40,59.18
1953,-9.119e-05,-5.926e-05,-0.00868106,-9.119e-05,0.9524,40,59.21
1954,-9.119e-05,-5.926e-05,-0.01070958,-9.119e-05,0.95228,40,59.24
1955,-9.119e-05,-5.926e-05,-0.01504082,-9.119e-05,0.95258,40,59.28
1956,-9.119e-05,-5.926e-05,-0.01148689,-9.119e-05,0.95307,40,59.31
1957,-9.119e-05,-5.926e-05,-0.01096265,-9.119e-05,0.95238,40,59.34
1958,-9.119e-05,-5.926e-05,-0.0098866,-9.119e-05,0.95174,40,59.37
1959,-9.119e-05,-5.926e-05,-0.00786965,-9.119e-05,0.95214,40,59.4
1960,-9.119e-05,-5.926e-05,-0.01760599,-9.119e-05,0.95155,40,59.43
1961,-9.119e-05,-5.926e-05,-0.01549942,-9.119e-05,0.95234,40,59.46
1962,-9.119e-05,-5.926e-05,-0.00868032,-9.119e-05,0.95249,40,59.49
1963,-9.119e-05,-5.926e-05,-0.00488449,-9.119e-05,0.95246,40,59.52
1964,-9.119e-05,-5.926e-05,-0.01144909,-9.119e-05,0.95251,40,59.55
1965,-9.119e-05,-5.926e-05,-0.01550942,-9.119e-05,0.95254,40,59.58
1966,-9.119e-05,-5.926e-05,-0.01312682,-9.119e-05,0.95252,40,59.61
1967,-9.119e-05,-5.926e-05,-0.00727852,-9.119e-05,0.95262,40,59.64
1968,-9.119e-05,-5.926e-05,-0.01427046,-9.119e-05,0.95292,40,59.67
1969,-9.119e-05,-5.926e-05,-0.01343485,-9.119e-05,0.9527,40,59.71
1970,-9.119e-05,-5.926e-05,-0.01068608,-9.119e-05,0.95159,40,59.74
1971,-9.119e-05,-5.926e-05,-0.01271293,-9.119e-05,0.95136,40,59.77
1972,-9.119e-05,-5.926e-05,-0.01726173,-9.119e-05,0.95069,40,59.8
1973,-9.119e-05,-5.926e-05,-0.01622736,-9.119e-05,0.95063,40,59.83
1974,-9.119e-05,-5.926e-05,-0.01555914,-9.119e-05,0.95063,40,59.86
1975,-9.119e-05,-5.926e-05,-0.0179487,-9.119e-05,0.95103,40,59.89
1976,-9.119e-05,-5.926e-05,-0.01524793,-9.119e-05,0.95093,40,59.92
1977,-9.119e-05,-5.926e-05,-0.00639472,-9.119e-05,0.95079,40,59.95
1978,-9.119e-05,-5.926e-05,-0.01116835,-9.119e-05,0.95024,40,59.98
1979,-9.119e-05,-5.926e-05,-0.01248811,-9.119e-05,0.95049,40,60.01
1980,-9.119e-05,-5.926e-05,-0.01583352,-9.119e-05,0.95057,40,60.04
1981,-9.119e-05,-5.926e-05,-0.01965057,-9.119e-05,0.95003,40,60.07
1982,-9.119e-05,-5.926e-05,-0.00450004,-9.119e-05,0.95023,40,60.1
1983,-9.119e-05,-5.926e-05,-0.01669026,-9.119e-05,0.95052,40,60.13
1984,-9.119e-05,-5.926e-05,-0.00982236,-9.119e-05,0.95076,40,60.16
1985,-9.119e-05,-5.926e-05,-0.00912798,-9.119e-05,0.95103,40,60.19
1986,-9.119e-05,-5.926e-05,-0.01610781,-9.119e-05,0.95107,40,60.22
1987,-9.119e-05,-5.926e-05,-0.00454435,-9.119e-05,0.95143,40,60.25
1988,-9.119e-05,-5.926e-05,-0.0065676,-9.119e-05,0.95098,40,60.28
1989,-9.119e-05,-5.926e-05,-0.00894561,-9.119e-05,0.95023,40,60.31
1990,-9.119e-05,-5.926e-05,-0.01359869,-9.119e-05,0.94982,40,60.34
1991,-9.119e-05,-5.926e-05,-0.00965321,-9.119e-05,0.94946,40,60.37
1992,-9.119e-05,-5.926e-05,-0.01304316,-9.119e-05,0.94937,40,60.41
1993,-9.119e-05,-5.926e-05,-0.0199862,-9.119e-05,0.94961,40,60.44
1994,-9.119e-05,-5.926e-05,-0.01329197,-9.119e-05,0.95082,40,60.47
1995,-9.119e-05,-5.926e-05,-0.00892781,-9.119e-05,0.95053,40,60.5
1996,-9.119e-05,-5.926e-05,-0.01225433,-9.119e-05,0.95053,40,60.53
1997,-9.119e-05,-5.926e-05,-0.01470913,-9.119e-05,0.94967,40,60.56
1998,-9.119e-05,-5.926e-05,-0.01017972,-9.119e-05,0.95008,40,60.59
1999,-9.119e-05,-5.926e-05,-0.01269338,-9.119e-05,0.95053,40,60.62
2000,-9.119e-05,-5.926e-05,-0.00960508,-9.119e-05,0.95085,40,60.65
2001,-9.119e-05,-5.926e-05,-0.01167949,-9.119e-05,0.95095,40,60.68
2002,-9.119e-05,-5.926e-05,-0.02295165,-9.119e-05,0.95174,40,60.71
2003,-9.119e-05,-5.926e-05,-0.02077396,-9.119e-05,0.95145,40,60.74
2004,-9.119e-05,-5.926e-05,-0.00631307,-9.119e-05,0.9506,40,60.77
2005,-9.119e-05,-5.926e-05,-0.0134145,-9.119e-05,0.95005,40,60.8
2006,-9.119e-05,-5.926e-05,-0.01075578,-9.119e-05,0.94991,40,60.83
2007,-9.119e-05,-5.926e-05,-0.00644073,-9.119e-05,0.9494,40,60.86
2008,-9.119e-05,-5.926e-05,-0.02713528,-9.119e-05,0.94903,40,60.89
2009,-9.119e-05,-5.926e-05,-0.01486985,-9.119e-05,0.94917,40,60.92
2010,-9.119e-05,-5.926e-05,-0.01356719,-9.119e-05,0.94988,40,60.95
2011,-9.119e-05,-5.926e-05,-0.01000283,-9.119e-05,0.94915,40,60.98
2012,-9.119e-05,-5.926e-05,-0.01154857,-9.119e-05,0.94882,40,61.02
2013,-9.119e-05,-5.926e-05,-0.00758945,-9.119e-05,0.94879,40,61.05
2014,-9.119e-05,-5.926e-05,-0.01380207,-9.119e-05,0.94924,40,61.08
2015,-9.119e-05,-5.926e-05,-0.00995991,-9.119e-05,0.94929,40,61.11
2016,-9.119e-05,-5.926e-05,-0.01098555,-9.119e-05,0.94964,40,61.14
2017,-9.119e-05,-5.926e-05,-0.02108314,-9.119e-05,0.94994,40,61.17
2018,-9.119e-05,-5.926e-05,-0.01363844,-9.119e-05,0.94979,40,61.2
2019,-9.119e-05,-5.926e-05,-0.00962799,-9.119e-05,0.94985,40,61.23
2020,-9.119e-05,-5.926e-05,-0.01413789,-9.119e-05,0.9501,40,61.26
2021,-9.119e-05,-5.926e-05,-0.00516971,-9.119e-05,0.95015,40,61.29
2022,-9.119e-05,-5.926e-05,-0.01170402,-9.119e-05,0.94991,40,61.32
2023,-9.119e-05,-5.926e-05,-0.0206222,-9.119e-05,0.94946,40,61.35
2024,-9.119e-05,-5.926e-05,-0.00681991,-9.119e-05,0.94939,40,61.38
2025,-9.119e-05,-5.926e-05,-0.02152644,-9.119e-05,0.94976,40,61.41
2026,-9.119e-05,-5.926e-05,-0.01176161,-9.119e-05,0.94934,40,61.44
2027,-9.119e-05,-5.926e-05,-0.0115757,-9.119e-05,0.9498,40,61.47
2028,-9.119e-05,-5.926e-05,-0.00828507,-9.119e-05,0.9502,40,61.5
2029,-9.119e-05,-5.926e-05,-0.00990038,-9.119e-05,0.95062,40,61.53
2030,-9.119e-05,-5.926e-05,-0.01322464,-9.119e-05,0.95066,40,61.56
2031,-9.119e-05,-5.926e-05,-0.01412732,-9.119e-05,0.95019,40,61.59
2032,-9.119e-05,-5.926e-05,-0.00868723,-9.119e-05,0.94967,40,61.62
2033,-9.119e-05,-5.926e-05,-0.01562879,-9.119e-05,0.94961,40,61.65
2034,-9.119e-05,-5.926e-05,-0.01906503,-9.119e-05,0.94931,40,61.68
2035,-9.119e-05,-5.926e-05,-0.01469635,-9.119e-05,0.94938,40,61.71
2036,-9.119e-05,-5.926e-05,-0.0184478,-9.119e-05,0.94952,40,61.74
2037,-9.119e-05,-5.926e-05,-0.02166048,-9.119e-05,0.95026,40,61.77
2038,-9.119e-05,-5.926e-05,-0.00528767,-9.119e-05,0.95014,40,61.8
2039,-9.119e-05,-5.926e-05,-0.0184884,-9.119e-05,0.9498,40,61.83
2040,-9.119e-05,-5.926e-05,-0.01419286,-9.119e-05,0.94952,40,61.86
2041,-9.119e-05,-5.926e-05,-0.0107841,-9.119e-05,0.94932,40,61.89
2042,-9.119e-05,-5.926e-05,-0.00574028,-9.119e-05,0.9494,40,61.92
2043,-9.119e-05,-5.926e-05,-0.0068102,-9.119e-05,0.94878,40,61.95
2044,-9.119e-05,-5.926e-05,-0.01787962,-9.119e-05,0.94883,40,61.98
2045,-9.119e-05,-5.926e-05,-0.01451611,-9.119e-05,0.94872,40,62.01
2046,-9.119e-05,-5.926e-05,-0.0158774,-9.119e-05,0.94887,40,62.05
2047,-9.119e-05,-5.926e-05,-0.01630689,-9.119e-05,0.94913,40,62.08
2048,-9.119e-05,-5.926e-05,-0.00346056,-9.119e-05,0.94849,40,62.11
2049,-9.119e-05,-5.926e-05,-0.0091463,-9.119e-05,0.9487,40,62.14
2050,-9.119e-05,-5.926e-05,-0.02190813,-9.119e-05,0.94858,40,62.17
2051,-9.119e-05,-5.926e-05,-0.01092986,-9.119e-05,0.9488,40,62.2
2052,-9.119e-05,-5.926e-05,-0.0139841,-9.119e-05,0.94904,40,62.23
2053,-9.119e-05,-5.926e-05,-0.01622542,-9.119e-05,0.94969,40,62.26
2054,-9.119e-05,-5.926e-05,-0.01642363,-9.119e-05,0.95026,40,62.29
2055,-9.119e-05,-5.926e-05,-0.01033943,-9.119e-05,0.95142,40,62.32
2056,-9.119e-05,-5.926e-05,-0.01364091,-9.119e-05,0.95109,40,62.35
2057,-9.119e-05,-5.926e-05,-0.00815162,-9.119e-05,0.95167,40,62.38
2058,-9.119e-05,-5.926e-05,-0.01956501,-9.119e-05,0.95117,40,62.41
2059,-9.119e-05,-5.926e-05,-0.01572081,-9.119e-05,0.95123,40,62.44
2060,-9.119e-05,-5.926e-05,-0.02489233,-9.119e-05,0.95121,40,62.47
2061,-9.119e-05,-5.926e-05,-0.01797417,-9.119e-05,0.95048,40,62.5
2062,-9.119e-05,-5.926e-05,-0.01687515,-9.119e-05,0.95035,40,62.53
2063,-9.119e-05,-5.926e-05,-0.01086007,-9.119e-05,0.95036,40,62.56
2064,-9.119e-05,-5.926e-05,-0.01434,-9.119e-05,0.95067,40,62.59
2065,-9.119e-05,-5.926e-05,-0.00668297,-9.119e-05,0.95013,40,62.62
2066,-9.119e-05,-5.926e-05,-0.00630962,-9.119e-05,0.95013,40,62.65
2067,-9.119e-05,-5.926e-05,-0.01719309,-9.119e-05,0.95023,40,62.68
2068,-9.119e-05,-5.926e-05,-0.01258842,-9.119e-05,0.95079,40,62.71
2069,-9.119e-05,-5.926e-05,-0.01011252,-9.119e-05,0.95096,40,62.74
2070,-9.119e-05,-5.926e-05,-0.00900764,-9.119e-05,0.95084,40,62.77
2071,-9.119e-05,-5.926e-05,-0.01287867,-9.119e-05,0.95097,40,62.8
2072,-9.119e-05,-5.926e-05,-0.01201081,-9.119e-05,0.95135,40,62.83
2073,-9.119e-05,-5.926e-05,-0.0087456,-9.119e-05,0.95112,40,62.86
2074,-9.119e-05,-5.926e-05,-0.01728195,-9.119e-05,0.95062,40,62.89
2075,-9.119e-05,-5.926e-05,-0.00821598,-9.119e-05,0.95028,40,62.92
2076,-9.119e-05,-5.926e-05,-0.01780104,-9.119e-05,0.94995,40,62.96
2077,-9.119e-05,-5.926e-05,-0.01164359,-9.119e-05,0.95032,40,62.99
2078,-9.119e-05,-5.926e-05,-0.00993534,-9.119e-05,0.95002,40,63.02
2079,-9.119e-05,-5.926e-05,-0.0163535,-9.119e-05,0.95037,40,63.05
2080,-9.119e-05,-5.926e-05,-0.01289975,-9.119e-05,0.94962,40,63.08
2081,-9.119e-05,-5.926e-05,-0.01903115,-9.119e-05,0.94939,40,63.11
2082,-9.119e-05,-5.926e-05,-0.00724377,-9.119e-05,0.94926,40,63.14
2083,-9.119e-05,-5.926e-05,-0.02769441,-9.119e-05,0.94889,40,63.17
2084,-9.119e-05,-5.926e-05,-0.01916145,-9.119e-05,0.94885,40,63.2
2085,-9.119e-05,-5.926e-05,-0.01301396,-9.119e-05,0.94861,40,63.23
2086,-9.119e-05,-5.926e-05,-0.01983419,-9.119e-05,0.94927,40,63.26
2087,-9.119e-05,-5.926e-05,-0.00725732,-9.119e-05,0.94837,40,63.29
2088,-9.119e-05,-5.926e-05,-0.01051486,-9.119e-05,0.9488,40,63.32
2089,-9.119e-05,-5.926e-05,-0.00903366,-9.119e-05,0.94937,40,63.35
2090,-9.119e-05,-5.926e-05,-0.00936654,-9.119e-05,0.94967,40,63.38
2091,-9.119e-05,-5.926e-05,-0.01465327,-9.119e-05,0.94963,40,63.41
2092,-9.119e-05,-5.926e-05,-0.0106103,-9.119e-05,0.94925,40,63.44
2093,-9.119e-05,-5.926e-05,-0.01305248,-9.119e-05,0.94992,40,63.47
2094,-9.119e-05,-5.926e-05,-0.01600777,-9.119e-05,0.94988,40,63.5
2095,-9.119e-05,-5.926e-05,-0.01230029,-9.119e-05,0.95029,40,63.53
2096,-9.119e-05,-5.926e-05,-0.01698391,-9.119e-05,0.95001,40,63.56
2097,-9.119e-05,-5.926e-05,-0.01063719,-9.119e-05,0.94985,40,63.59
2098,-9.119e-05,-5.926e-05,-0.01946003,-9.119e-05,0.94982,40,63.62
2099,-9.119e-05,-5.926e-05,-0.01723326,-9.119e-05,0.9512,40,63.65
2100,-9.119e-05,-5.926e-05,-0.0190752,-9.119e-05,0.95133,40,63.68
2101,-9.119e-05,-5.926e-05,-0.01610658,-9.119e-05,0.95055,40,63.71
2102,-9.119e-05,-5.926e-05,-0.01000938,-9.119e-05,0.95016,40,63.74
2103,-9.119e-05,-5.926e-05,-0.00949731,-9.119e-05,0.95028,40,63.77
2104,-9.119e-05,-5.926e-05,-0.01430326,-9.119e-05,0.94987,40,63.8
2105,-9.119e-05,-5.926e-05,-0.01527121,-9.119e-05,0.94986,40,63.83
2106,-9.119e-05,-5.926e-05,-0.02339922,-9.119e-05,0.94967,40,63.87
2107,-9.119e-05,-5.926e-05,-0.00523973,-9.119e-05,0.9496,40,63.9
2108,-9.119e-05,-5.926e-05,-0.01250375,-9.119e-05,0.94954,40,63.93
2109,-9.119e-05,-5.926e-05,-0.02026092,-9.119e-05,0.95012,40,63.96
2110,-9.119e-05,-5.926e-05,-0.01170792,-9.119e-05,0.95045,40,63.99
2111,-9.119e-05,-5.926e-05,-0.01098183,-9.119e-05,0.951,40,64.02
2112,-9.119e-05,-5.926e-05,-0.00434029,-9.119e-05,0.9509,40,64.05
2113,-9.119e-05,-5.926e-05,-0.01331403,-9.119e-05,0.95168,40,64.08
2114,-9.119e-05,-5.926e-05,-0.01505752,-9.119e-05,0.95159,40,64.11
2115,-9.119e-05,-5.926e-05,-0.01131777,-9.119e-05,0.95214,40,64.14
2116,-9.119e-05,-5.926e-05,-0.01120819,-9.119e-05,0.95286,40,64.17
2117,-9.119e-05,-5.926e-05,-0.01564794,-9.119e-05,0.95315,40,64.2
2118,-9.119e-05,-5.926e-05,-0.01362017,-9.119e-05,0.9535,40,64.23
2119,-9.119e-05,-5.926e-05,-0.00565834,-9.119e-05,0.9532,40,64.26
2120,-9.119e-05,-5.926e-05,-0.01596859,-9.119e-05,0.95291,40,64.29
2121,-9.119e-05,-5.926e-05,-0.00777396,-9.119e-05,0.95333,40,64.32
2122,-9.119e-05,-5.926e-05,-0.00835612,-9.119e-05,0.95341,40,64.35
2123,-9.119e-05,-5.926e-05,-0.00892833,-9.119e-05,0.95318,40,64.38
2124,-9.119e-05,-5.926e-05,-0.0064885,-9.119e-05,0.95242,40,64.41
2125,-9.119e-05,-5.926e-05,-0.00980233,-9.119e-05,0.95238,40,64.44
2126,-9.119e-05,-5.926e-05,-0.02039395,-9.119e-05,0.95251,40,64.48
2127,-9.119e-05,-5.926e-05,-0.01045591,-9.119e-05,0.95239,40,64.51
2128,-9.119e-05,-5.926e-05,-0.01328414,-9.119e-05,0.95311,40,64.54
2129,-9.119e-05,-5.926e-05,-0.01154303,-9.119e-05,0.95304,40,64.57
2130,-9.119e-05,-5.926e-05,-0.01640092,-9.119e-05,0.95382,40,64.6
2131,-9.119e-05,-5.926e-05,-0.01397563,-9.119e-05,0.95407,40,64.63
2132,-9.119e-05,-5.926e-05,-0.01201732,-9.119e-05,0.95438,40,64.66
2133,-9.119e-05,-5.926e-05,-0.01160905,-9.119e-05,0.95293,40,64.69
2134,-9.119e-05,-5.926e-05,-0.0099767,-9.119e-05,0.95284,40,64.72
2135,-9.119e-05,-5.926e-05,-0.01496978,-9.119e-05,0.95284,40,64.75
2136,-9.119e-05,-5.926e-05,-0.01766248,-9.119e-05,0.95288,40,64.78
2137,-9.119e-05,-5.926e-05,-0.00915738,-9.119e-05,0.95264,40,64.81
2138,-9.119e-05,-5.926e-05,-0.01487962,-9.119e-05,0.95189,40,64.84
2139,-9.119e-05,-5.926e-05,-0.01827453,-9.119e-05,0.95199,40,64.87
2140,-9.119e-05,-5.926e-05,-0.01106792,-9.119e-05,0.95139,40,64.9
2141,-9.119e-05,-5.926e-05,-0.00980092,-9.119e-05,0.95134,40,64.93
2142,-9.119e-05,-5.926e-05,-0.01319232,-9.119e-05,0.95072,40,64.96
2143,-9.119e-05,-5.926e-05,-0.01609098,-9.119e-05,0.95099,40,64.99
2144,-9.119e-05,-5.926e-05,-0.01245932,-9.119e-05,0.9513,40,65.02
2145,-9.119e-05,-5.926e-05,-0.01107852,-9.119e-05,0.95109,40,65.05
2146,-9.119e-05,-5.926e-05,-0.01508498,-9.119e-05,0.95212,40,65.08
2147,-9.119e-05,-5.926e-05,-0.01586108,-9.119e-05,0.95147,40,65.11
2148,-9.119e-05,-5.926e-05,-0.01424828,-9.119e-05,0.95127,40,65.15
2149,-9.119e-05,-5.926e-05,-0.02161316,-9.119e-05,0.95161,40,65.18
2150,-9.119e-05,-5.926e-05,-0.01168849,-9.119e-05,0.95214,40,65.21
2151,-9.119e-05,-5.926e-05,-0.00797799,-9.119e-05,0.95166,40,65.24
2152,-9.119e-05,-5.926e-05,-0.01996797,-9.119e-05,0.95195,40,65.27
2153,-9.119e-05,-5.926e-05,-0.01416099,-9.119e-05,0.95173,40,65.3
2154,-9.119e-05,-5.926e-05,-0.010697,-9.119e-05,0.95212,40,65.33
2155,-9.119e-05,-5.926e-05,-0.01232194,-9.119e-05,0.95217,40,65.36
2156,-9.119e-05,-5.926e-05,-0.0115619,-9.119e-05,0.95262,40,65.39
2157,-9.119e-05,-5.926e-05,-0.0072983,-9.119e-05,0.95258,40,65.42
2158,-9.119e-05,-5.926e-05,-0.00690133,-9.119e-05,0.9517,40,65.45
2159,-9.119e-05,-5.926e-05,-0.01815239,-9.119e-05,0.95262,40,65.48
2160,-9.119e-05,-5.926e-05,-0.01408805,-9.119e-05,0.95231,40,65.51
2161,-9.119e-05,-5.926e-05,-0.01379716,-9.119e-05,0.95285,40,65.54
2162,-9.119e-05,-5.926e-05,-0.00941506,-9.119e-05,0.9527,40,65.57
2163,-9.119e-05,-5.926e-05,-0.01536006,-9.119e-05,0.95385,40,65.6
2164,-9.119e-05,-5.926e-05,-0.01411311,-9.119e-05,0.95376,40,65.63
2165,-9.119e-05,-5.926e-05,-0.02117966,-9.119e-05,0.95282,40,65.66
2166,-9.119e-05,-5.926e-05,-0.01426233,-9.119e-05,0.9535,40,65.69
2167,-9.119e-05,-5.926e-05,-0.01067339,-9.119e-05,0.95369,40,65.72
2168,-9.119e-05,-5.926e-05,-0.01020813,-9.119e-05,0.95394,40,65.75
2169,-9.119e-05,-5.926e-05,-0.01508927,-9.119e-05,0.95473,40,65.78
