episode,return
1,-1.5706723767539268
2,-0.8943520432005202
3,-0.7300550982718894
4,-0.7507835141295836
5,-0.7484163860137643
6,-0.35249018768923196
7,-0.8077772455092911
8,-0.969469881718837
9,-0.4732834651071634
10,-0.942574937482922
11,-0.05636590791497804
12,-1.1718073981200696
13,-1.7364450782670708
14,-1.0708617248540728
15,-0.10079527612224233
16,0.05004957628742454
17,-1.282836859429194
18,-0.7921646741851766
19,-0.3208886934966069
20,-0.6530855475219413
21,-0.06047493982527574
22,-0.4655896969908251
23,-0.19738122932559743
24,-1.3102192727110697
25,-0.10775793099120812
26,-0.8920185857562846
27,-2.0650406267956525
28,-0.8254579647646029
29,-1.1250272221664923
30,-0.5966597544385925
31,-1.2690675362421353
32,-0.7673604259453954
33,-0.4248258622516305
34,-0.540635739945839
35,-1.6621842762439494
36,-0.7244920877457817
37,-0.6872336591300375
38,-0.6840620272647814
39,-0.8436957879741881
40,0.02143230104218772
41,-0.5597105508068321
42,-1.4159950138420658
43,-0.8406527152419314
44,-0.9715581762791342
45,-0.7811570529457263
46,-0.773247232437685
47,-0.8506626065127885
48,-1.0976933215007687
49,-1.2392318650463805
50,-0.6926797853009732
51,-2.0638040700511677
52,-0.964061745879714
53,-0.28665792580477945
54,-1.5310699456937076
55,-1.1798457398803865
56,-0.9820495938060387
57,-0.629496779405355
58,-0.310350714962895
59,-0.8384983478543003
60,-1.6808626855882238
61,-0.5156356873496442
62,-0.5646037380786092
63,-0.5614660198529934
64,-2.5513788625787988
65,-0.32610816583620955
66,-1.4176731416499524
67,-0.7248122567366363
68,-0.657066473974952
69,-0.809989323096895
70,-0.7841054982388314
71,-0.46966669566377406
72,-2.002246534063486
73,-0.6897939018774845
74,-2.0230079490110517
75,-1.7021642032419275
76,-1.0118967078749523
77,-0.8269348381387076
78,-0.5547257771250746
79,-0.5626046104974481
80,-0.6002194314947633
81,-0.46105154411325067
82,-0.42908872219000566
83,-1.499448923000926
84,-1.457656553973647
85,-1.0492300149445706
86,-1.4182165856681577
87,-0.5273119324564958
88,-0.7894634158039219
89,-1.1207953237924932
90,-0.6730531980739177
91,-0.9186252193531149
92,-0.38278406116707026
93,-1.2753454882832078
94,-0.09273824327804403
95,-0.9063381325172131
96,-0.23102799856097456
97,-0.014758544296106312
98,-0.6179489996860987
99,-1.202783960879714
100,-0.9146530596485907
101,-0.6190788180757222
102,-0.81535883085493
103,-0.9932831984711458
104,-1.9119090340634861
105,-0.6725437743412525
106,0.060701322787790474
107,-0.7856060119884096
108,-0.664003370590036
109,-0.970603513974952
110,-0.5758814459265738
111,-0.9051971361951392
112,-0.2680555769545032
113,-0.7204429532173545
114,-0.5575236059967502
115,-0.686565719584956
116,-0.75538593886991
117,-0.7149164152780046
118,-0.8767759770301947
119,-0.6007102784073776
120,-1.1182622545346983
121,-0.5154285330358794
122,-0.4107590066851766
123,-0.7171468022899099
124,-0.6937868017492792
125,-1.3712994115547557
126,-0.8869257856632637
127,-0.45064936755718965
128,-0.5714267204838588
129,-0.9094506289779234
130,-0.455277949425052
131,-0.6146670046517215
132,-0.16810573511170154
133,-0.3820874304220296
134,-1.6657027172522632
135,-0.19219623716789103
136,-2.104193758619754
137,-0.7645323903237027
138,-0.7873510869758132
139,-2.115203356137114
140,-0.4589188645524203
141,-0.39393743951242904
142,-1.889058739945839
143,-0.48426151903234527
144,-0.6554046178780597
145,-0.37852828668628474
146,-0.35137985778986536
147,-0.26953599282851237
148,-0.3099903314765346
149,-0.42781944053658105
150,-0.7827269172033641
151,0.02553440622192206
152,-1.2071616763290942
153,-1.135111675996849
154,-0.9540156576134997
155,0.019736944978067075
156,-0.2560116802740903
157,-0.7780035746772409
158,-1.4484660476381466
159,-1.070085364171041
160,-0.5992337442606664
161,-1.209745676871957
162,-0.7248020354003845
163,-0.39603035321293256
164,-0.32845686945367547
165,-0.15000933929007512
166,-0.501377471381923
167,-0.7427558339104663
168,-1.7357728903166845
169,-0.2664500476134445
170,-0.9564559573780598
171,-0.5678360636533767
172,-0.9707210477098049
173,-0.8652339492849371
174,-0.32745792987971395
175,-0.7929404605340744
176,-1.4378431757689054
177,-0.6223276920520816
178,-0.8326796186502075
179,-1.3432725480705017
180,-1.7398234250405267
181,-0.3050564093762821
182,-1.0817254169285602
183,-0.26796957700053736
184,-0.9509968436495427
185,-0.16561071969323263
186,-0.48805648610078584
187,-0.6907410066125057
188,-0.9928424103959169
189,-0.1602314147840387
190,-0.7990753449639632
191,0.03663930025796703
192,-0.9076907222364341
193,-0.029972658514330147
194,-0.4518478435651303
195,-1.1986395732791724
196,-0.4877970172567634
197,-0.4238587549474598
198,-0.8138387992018862
199,-0.969996235869872
200,-0.22474504617715474
201,-0.6597426215247865
202,-0.16788908700307006
203,-0.7339619123044439
204,-0.8884943067130474
205,-0.4428133180923454
206,-1.2121789123596323
207,0.06031431681821529
208,-0.19877958156681697
209,-0.18412506908791626
210,-0.750644199715954
211,0.039667500782089804
212,-0.6062529172689421
213,-0.5691337399458389
214,-1.7556995675826126
215,-1.3038535763178332
216,-0.4010535200386407
217,-0.5666157040093073
218,-0.13805146508977328
219,-1.5960116914221867
220,-0.784627890783752
221,-0.9000477639189297
222,-0.34465921651688025
223,-0.3559964930990257
224,-0.7781908240449802
225,-0.5937117695024892
226,-0.43143752676649577
227,-2.291260772853386
228,-1.027842603736857
229,-0.780039987295606
230,-0.8356703351419695
231,-0.4660022069033222
232,0.04685189997351317
233,-0.037605725151820125
234,-0.4042449223223721
235,-0.7087670897992525
236,-0.5665042083554251
237,-1.5264687399458394
238,0.06798543371586709
239,-1.0402420047278433
240,-0.18242210285383242
241,-0.5361422849062988
242,-0.6592689162278903
243,-1.843479299839909
244,-0.4121515523122549
245,-0.5445517578118465
246,-1.4349595003722357
247,-1.207099172537151
248,-0.5159563953707625
249,-0.5786029910559135
250,-0.8600694857567681
251,-0.7130505415652723
252,-0.9354256319010171
253,-0.7032027993753124
254,-0.593086646251086
255,-0.6836387937119973
256,-1.271936117071061
257,-0.12168282163275476
258,-0.5342910511689969
259,-0.14713818946342258
260,-0.6872482382735983
261,-0.5333651685172677
262,-0.623057024700791
263,-0.26800169660162243
264,-0.6052217305401477
265,-0.08355264079862021
266,0.05497340523367104
267,-0.34963526681465074
268,-0.21737550020559507
269,-0.8158974149170343
270,-0.9231663563925343
271,-0.6186012434962915
272,-0.3356047856758139
273,-0.2827175330492874
274,-0.7061379010466432
275,-0.4568656283610885
276,-0.5747332388426771
