seed,gen,best_fitness,mean_fitness,best_expr,node_count,total_info,monotonicity,mean_rate,parsimony
0,10,-0.04486432,-4000000.06244034,-1,1,-13.2878,0.0,-3.2582,0.02
0,20,-0.04486432,-2000000.06225616,-1,1,-13.2878,0.0,-3.2582,0.02
0,30,-0.04486432,-4000000.06241959,-1,1,-13.2878,0.0,-3.2582,0.02
0,40,-0.04486432,-6000000.05877705,-1,1,-13.2878,0.0,-3.2582,0.02
0,50,-0.04486432,-3000000.06188787,-1,1,-13.2878,0.0,-3.2582,0.02
0,60,-0.04486432,-8000000.0590807,-1,1,-13.2878,0.0,-3.2582,0.02
0,70,-0.04486432,-0.06272662,-1,1,-13.2878,0.0,-3.2582,0.02
0,80,-0.04486432,-6000000.06073601,-1,1,-13.2878,0.0,-3.2582,0.02
0,90,-0.04486432,-8000000.05849373,-1,1,-13.2878,0.0,-3.2582,0.02
0,100,-0.04486432,-6000000.06108756,-1,1,-13.2878,0.0,-3.2582,0.02
0,110,-0.04486432,-7000000.0609631,-1,1,-13.2878,0.0,-3.2582,0.02
0,120,-0.04486432,-2000000.06130287,-1,1,-13.2878,0.0,-3.2582,0.02
0,130,-0.04486432,-5000000.06156945,-1,1,-13.2878,0.0,-3.2582,0.02
0,140,-0.04486432,-5000000.06466021,-1,1,-13.2878,0.0,-3.2582,0.02
0,150,-0.04486432,-3000000.06367667,-1,1,-13.2878,0.0,-3.2582,0.02
0,160,-0.04486432,-4000000.0610803,-1,1,-13.2878,0.0,-3.2582,0.02
0,170,-0.04486432,-7000000.05871303,-1,1,-13.2878,0.0,-3.2582,0.02
0,180,-0.04486432,-2000000.06124902,-1,1,-13.2878,0.0,-3.2582,0.02
0,190,-0.04486432,-6000000.06037835,-1,1,-13.2878,0.0,-3.2582,0.02
0,200,-0.04486432,-2000000.06156386,-1,1,-13.2878,0.0,-3.2582,0.02
0,210,-0.04486432,-7000000.06145504,-1,1,-13.2878,0.0,-3.2582,0.02
0,220,-0.04486432,-6000000.06165919,-1,1,-13.2878,0.0,-3.2582,0.02
0,230,-0.04486432,-9000000.06027325,-1,1,-13.2878,0.0,-3.2582,0.02
0,240,-0.04486432,-7000000.05922148,-1,1,-13.2878,0.0,-3.2582,0.02
0,250,-0.04486432,-8000000.06024842,-1,1,-13.2878,0.0,-3.2582,0.02
0,260,-0.04486432,-6000000.06073421,-1,1,-13.2878,0.0,-3.2582,0.02
0,270,-0.04486432,-1000000.06318519,-1,1,-13.2878,0.0,-3.2582,0.02
0,280,-0.04486432,-8000000.05902382,-1,1,-13.2878,0.0,-3.2582,0.02
0,290,-0.04486432,-3000000.06037836,-1,1,-13.2878,0.0,-3.2582,0.02
0,300,-0.04486432,-7000000.06180388,-1,1,-13.2878,0.0,-3.2582,0.02
0,310,-0.04486432,-6000000.06169649,-1,1,-13.2878,0.0,-3.2582,0.02
0,320,-0.04486432,-4000000.06312144,-1,1,-13.2878,0.0,-3.2582,0.02
0,330,-0.04486432,-1000000.06205812,-1,1,-13.2878,0.0,-3.2582,0.02
0,340,-0.04486432,-3000000.06292635,-1,1,-13.2878,0.0,-3.2582,0.02
0,350,-0.04486432,-1000000.0642597,-1,1,-13.2878,0.0,-3.2582,0.02
0,360,-0.04486432,-2000000.06377977,-1,1,-13.2878,0.0,-3.2582,0.02
0,370,-0.04486432,-7000000.06137651,-1,1,-13.2878,0.0,-3.2582,0.02
0,380,-0.04486432,-4000000.06183818,-1,1,-13.2878,0.0,-3.2582,0.02
0,390,-0.04486432,-7000000.0595503,-1,1,-13.2878,0.0,-3.2582,0.02
0,400,-0.04486432,-6000000.05962401,-1,1,-13.2878,0.0,-3.2582,0.02
0,410,-0.04486432,-1000000.06106189,-1,1,-13.2878,0.0,-3.2582,0.02
0,420,-0.04486432,-3000000.06228483,-1,1,-13.2878,0.0,-3.2582,0.02
0,430,-0.04486432,-2000000.06309129,-1,1,-13.2878,0.0,-3.2582,0.02
0,440,-0.04486432,-3000000.06020393,-1,1,-13.2878,0.0,-3.2582,0.02
0,450,-0.04486432,-4000000.06125196,-1,1,-13.2878,0.0,-3.2582,0.02
0,460,-0.04486432,-3000000.06236741,-1,1,-13.2878,0.0,-3.2582,0.02
0,470,-0.04486432,-9000000.06098169,-1,1,-13.2878,0.0,-3.2582,0.02
0,480,-0.04486432,-4000000.06063228,-1,1,-13.2878,0.0,-3.2582,0.02
0,490,-0.04486432,-1000000.06391366,-1,1,-13.2878,0.0,-3.2582,0.02
0,500,-0.04486432,-7000000.06072037,-1,1,-13.2878,0.0,-3.2582,0.02
0,510,-0.04486432,-4000000.06284505,-1,1,-13.2878,0.0,-3.2582,0.02
0,520,-0.04486432,-4000000.06224636,-1,1,-13.2878,0.0,-3.2582,0.02
0,530,-0.04486432,-3000000.06233892,-1,1,-13.2878,0.0,-3.2582,0.02
0,540,-0.04486432,-7000000.05980732,-1,1,-13.2878,0.0,-3.2582,0.02
0,550,-0.04486432,-3000000.06142562,-1,1,-13.2878,0.0,-3.2582,0.02
0,560,-0.04486432,-5000000.06036401,-1,1,-13.2878,0.0,-3.2582,0.02
0,570,-0.04486432,-6000000.06044079,-1,1,-13.2878,0.0,-3.2582,0.02
0,580,-0.04486432,-12000000.06065199,-1,1,-13.2878,0.0,-3.2582,0.02
0,590,-0.04486432,-8000000.05964083,-1,1,-13.2878,0.0,-3.2582,0.02
0,600,-0.04486432,-4000000.0619421,-1,1,-13.2878,0.0,-3.2582,0.02
0,610,-0.04486432,-6000000.05947191,-1,1,-13.2878,0.0,-3.2582,0.02
0,620,-0.04486432,-3000000.06305288,-1,1,-13.2878,0.0,-3.2582,0.02
0,630,-0.04486432,-5000000.06147972,-1,1,-13.2878,0.0,-3.2582,0.02
0,640,-0.04486432,-8000000.05984176,-1,1,-13.2878,0.0,-3.2582,0.02
0,650,-0.04486432,-10000000.05924844,-1,1,-13.2878,0.0,-3.2582,0.02
0,660,-0.04486432,-13000000.05980273,-1,1,-13.2878,0.0,-3.2582,0.02
0,670,-0.04486432,-6000000.06146409,-1,1,-13.2878,0.0,-3.2582,0.02
0,680,-0.04486432,-5000000.06107312,-1,1,-13.2878,0.0,-3.2582,0.02
0,690,-0.04486432,-4000000.06039938,-1,1,-13.2878,0.0,-3.2582,0.02
0,700,-0.04486432,-6000000.0607618,-1,1,-13.2878,0.0,-3.2582,0.02
0,710,-0.04486432,-3000000.0617978,-1,1,-13.2878,0.0,-3.2582,0.02
0,720,-0.04486432,-5000000.06212437,-1,1,-13.2878,0.0,-3.2582,0.02
0,730,-0.04486432,-3000000.05991939,-1,1,-13.2878,0.0,-3.2582,0.02
0,740,-0.04486432,-4000000.06163907,-1,1,-13.2878,0.0,-3.2582,0.02
0,750,-0.04486432,-3000000.06198347,-1,1,-13.2878,0.0,-3.2582,0.02
0,760,-0.04486432,-6000000.06192706,-1,1,-13.2878,0.0,-3.2582,0.02
0,770,-0.04486432,-6000000.06135864,-1,1,-13.2878,0.0,-3.2582,0.02
0,780,-0.04486432,-2000000.06245106,-1,1,-13.2878,0.0,-3.2582,0.02
0,790,-0.04486432,-10000000.05857272,-1,1,-13.2878,0.0,-3.2582,0.02
0,800,-0.04486432,-4000000.06138151,-1,1,-13.2878,0.0,-3.2582,0.02
0,810,-0.04486432,-4000000.06111198,-1,1,-13.2878,0.0,-3.2582,0.02
0,820,-0.04486432,-5000000.06111129,-1,1,-13.2878,0.0,-3.2582,0.02
0,830,-0.04486432,-3000000.0636787,-1,1,-13.2878,0.0,-3.2582,0.02
0,840,-0.04486432,-3000000.06372914,-1,1,-13.2878,0.0,-3.2582,0.02
0,850,-0.04486432,-6000000.05906163,-1,1,-13.2878,0.0,-3.2582,0.02
0,860,-0.04486432,-5000000.06258244,-1,1,-13.2878,0.0,-3.2582,0.02
0,870,-0.04486432,-10000000.06015372,-1,1,-13.2878,0.0,-3.2582,0.02
0,880,-0.04486432,-7000000.0600409,-1,1,-13.2878,0.0,-3.2582,0.02
0,890,-0.04486432,-7000000.06018207,-1,1,-13.2878,0.0,-3.2582,0.02
0,900,-0.04486432,-6000000.06165418,-1,1,-13.2878,0.0,-3.2582,0.02
0,910,-0.04486432,-9000000.0577777,-1,1,-13.2878,0.0,-3.2582,0.02
0,920,-0.04486432,-6000000.06100017,-1,1,-13.2878,0.0,-3.2582,0.02
0,930,-0.04486432,-3000000.06040602,-1,1,-13.2878,0.0,-3.2582,0.02
0,940,-0.04486432,-5000000.06353562,-1,1,-13.2878,0.0,-3.2582,0.02
0,950,-0.04486432,-2000000.06324838,-1,1,-13.2878,0.0,-3.2582,0.02
0,960,-0.04486432,-3000000.06252339,-1,1,-13.2878,0.0,-3.2582,0.02
0,970,-0.04486432,-6000000.06047376,-1,1,-13.2878,0.0,-3.2582,0.02
0,980,-0.04486432,-2000000.06196671,-1,1,-13.2878,0.0,-3.2582,0.02
0,990,-0.04486432,-1000000.06117755,-1,1,-13.2878,0.0,-3.2582,0.02
0,1000,-0.04486432,-5000000.06257645,-1,1,-13.2878,0.0,-3.2582,0.02
0,1010,-0.04486432,-6000000.06046948,-1,1,-13.2878,0.0,-3.2582,0.02
0,1020,-0.04486432,-6000000.06332696,-1,1,-13.2878,0.0,-3.2582,0.02
0,1030,-0.04486432,-4000000.06100088,-1,1,-13.2878,0.0,-3.2582,0.02
0,1040,-0.04486432,-2000000.06337333,-1,1,-13.2878,0.0,-3.2582,0.02
0,1050,-0.04486432,-4000000.06011327,-1,1,-13.2878,0.0,-3.2582,0.02
0,1060,-0.04486432,-5000000.06154756,-1,1,-13.2878,0.0,-3.2582,0.02
0,1070,-0.04486432,-6000000.06170374,-1,1,-13.2878,0.0,-3.2582,0.02
0,1080,-0.04486432,-4000000.06096681,-1,1,-13.2878,0.0,-3.2582,0.02
0,1090,-0.04486432,-5000000.06304397,-1,1,-13.2878,0.0,-3.2582,0.02
0,1100,-0.04486432,-5000000.06091638,-1,1,-13.2878,0.0,-3.2582,0.02
0,1110,-0.04486432,-4000000.06322405,-1,1,-13.2878,0.0,-3.2582,0.02
0,1120,-0.04486432,-5000000.06187343,-1,1,-13.2878,0.0,-3.2582,0.02
0,1130,-0.04486432,-6000000.06233935,-1,1,-13.2878,0.0,-3.2582,0.02
0,1140,-0.04486432,-3000000.06249112,-1,1,-13.2878,0.0,-3.2582,0.02
0,1150,-0.04486432,-5000000.06098477,-1,1,-13.2878,0.0,-3.2582,0.02
0,1160,-0.04486432,-7000000.06047312,-1,1,-13.2878,0.0,-3.2582,0.02
0,1170,-0.04486432,-5000000.06056873,-1,1,-13.2878,0.0,-3.2582,0.02
0,1180,-0.04486432,-3000000.06151325,-1,1,-13.2878,0.0,-3.2582,0.02
0,1190,-0.04486432,-11000000.05964976,-1,1,-13.2878,0.0,-3.2582,0.02
0,1200,-0.04486432,-7000000.06080538,-1,1,-13.2878,0.0,-3.2582,0.02
0,1210,-0.04486432,-4000000.06118732,-1,1,-13.2878,0.0,-3.2582,0.02
0,1220,-0.04486432,-6000000.05902904,-1,1,-13.2878,0.0,-3.2582,0.02
0,1230,-0.04486432,-4000000.06251233,-1,1,-13.2878,0.0,-3.2582,0.02
0,1240,-0.04486432,-4000000.06265511,-1,1,-13.2878,0.0,-3.2582,0.02
0,1250,-0.04486432,-7000000.05942119,-1,1,-13.2878,0.0,-3.2582,0.02
0,1260,-0.04486432,-5000000.06280818,-1,1,-13.2878,0.0,-3.2582,0.02
0,1270,-0.04486432,-2000000.06350763,-1,1,-13.2878,0.0,-3.2582,0.02
0,1280,-0.04486432,-7000000.06116812,-1,1,-13.2878,0.0,-3.2582,0.02
0,1290,-0.04486432,-11000000.05964798,-1,1,-13.2878,0.0,-3.2582,0.02
0,1300,-0.04486432,-5000000.05995533,-1,1,-13.2878,0.0,-3.2582,0.02
0,1310,-0.04486432,-3000000.05995047,-1,1,-13.2878,0.0,-3.2582,0.02
0,1320,-0.04486432,-6000000.06036114,-1,1,-13.2878,0.0,-3.2582,0.02
0,1330,-0.04486432,-4000000.06404962,-1,1,-13.2878,0.0,-3.2582,0.02
0,1340,-0.04486432,-7000000.05928103,-1,1,-13.2878,0.0,-3.2582,0.02
0,1350,-0.04486432,-8000000.06073293,-1,1,-13.2878,0.0,-3.2582,0.02
0,1360,-0.04486432,-6000000.05918392,-1,1,-13.2878,0.0,-3.2582,0.02
0,1370,-0.04486432,-3000000.06038134,-1,1,-13.2878,0.0,-3.2582,0.02
0,1380,-0.04486432,-2000000.06141113,-1,1,-13.2878,0.0,-3.2582,0.02
0,1390,-0.04486432,-6000000.06143097,-1,1,-13.2878,0.0,-3.2582,0.02
0,1400,-0.04486432,-5000000.0591587,-1,1,-13.2878,0.0,-3.2582,0.02
0,1410,-0.04486432,-6000000.06078651,-1,1,-13.2878,0.0,-3.2582,0.02
0,1420,-0.04486432,-1000000.06224637,-1,1,-13.2878,0.0,-3.2582,0.02
0,1430,-0.04486432,-5000000.06109996,-1,1,-13.2878,0.0,-3.2582,0.02
0,1440,-0.04486432,-7000000.06062248,-1,1,-13.2878,0.0,-3.2582,0.02
0,1450,-0.04486432,-3000000.06225719,-1,1,-13.2878,0.0,-3.2582,0.02
0,1460,-0.04486432,-7000000.06064112,-1,1,-13.2878,0.0,-3.2582,0.02
0,1470,-0.04486432,-7000000.06074921,-1,1,-13.2878,0.0,-3.2582,0.02
0,1480,-0.04486432,-12000000.06035408,-1,1,-13.2878,0.0,-3.2582,0.02
0,1490,-0.04486432,-4000000.06178085,-1,1,-13.2878,0.0,-3.2582,0.02
0,1500,-0.04486432,-5000000.06073819,-1,1,-13.2878,0.0,-3.2582,0.02
0,1510,-0.04486432,-7000000.06005763,-1,1,-13.2878,0.0,-3.2582,0.02
0,1520,-0.04486432,-1000000.06085093,-1,1,-13.2878,0.0,-3.2582,0.02
0,1530,-0.04486432,-7000000.0599509,-1,1,-13.2878,0.0,-3.2582,0.02
0,1540,-0.04486432,-7000000.06240617,-1,1,-13.2878,0.0,-3.2582,0.02
0,1550,-0.04486432,-5000000.0621285,-1,1,-13.2878,0.0,-3.2582,0.02
0,1560,-0.04486432,-2000000.06099941,-1,1,-13.2878,0.0,-3.2582,0.02
0,1570,-0.04486432,-5000000.05859835,-1,1,-13.2878,0.0,-3.2582,0.02
0,1580,-0.04486432,-1000000.06447239,-1,1,-13.2878,0.0,-3.2582,0.02
0,1590,-0.04486432,-2000000.06197879,-1,1,-13.2878,0.0,-3.2582,0.02
0,1600,-0.04486432,-6000000.0581353,-1,1,-13.2878,0.0,-3.2582,0.02
0,1610,-0.04486432,-8000000.05887899,-1,1,-13.2878,0.0,-3.2582,0.02
0,1620,-0.04486432,-3000000.06451045,-1,1,-13.2878,0.0,-3.2582,0.02
0,1630,-0.04486432,-3000000.06152996,-1,1,-13.2878,0.0,-3.2582,0.02
0,1640,-0.04486432,-5000000.06087566,-1,1,-13.2878,0.0,-3.2582,0.02
0,1650,-0.04486432,-5000000.06079702,-1,1,-13.2878,0.0,-3.2582,0.02
0,1660,-0.04486432,-4000000.06110611,-1,1,-13.2878,0.0,-3.2582,0.02
0,1670,-0.04486432,-5000000.0612338,-1,1,-13.2878,0.0,-3.2582,0.02
0,1680,-0.04486432,-7000000.06121452,-1,1,-13.2878,0.0,-3.2582,0.02
0,1690,-0.04486432,-4000000.06283555,-1,1,-13.2878,0.0,-3.2582,0.02
0,1700,-0.04486432,-5000000.06004788,-1,1,-13.2878,0.0,-3.2582,0.02
0,1710,-0.04486432,-7000000.06064224,-1,1,-13.2878,0.0,-3.2582,0.02
0,1720,-0.04486432,-8000000.06034853,-1,1,-13.2878,0.0,-3.2582,0.02
0,1730,-0.04486432,-3000000.06224238,-1,1,-13.2878,0.0,-3.2582,0.02
0,1740,-0.04486432,-2000000.06263396,-1,1,-13.2878,0.0,-3.2582,0.02
0,1750,-0.04486432,-3000000.06387339,-1,1,-13.2878,0.0,-3.2582,0.02
0,1760,-0.04486432,-9000000.05922356,-1,1,-13.2878,0.0,-3.2582,0.02
0,1770,-0.04486432,-6000000.06100301,-1,1,-13.2878,0.0,-3.2582,0.02
0,1780,-0.04486432,-5000000.06083915,-1,1,-13.2878,0.0,-3.2582,0.02
0,1790,-0.04486432,-2000000.06199602,-1,1,-13.2878,0.0,-3.2582,0.02
0,1800,-0.04486432,-6000000.05871808,-1,1,-13.2878,0.0,-3.2582,0.02
0,1810,-0.04486432,-4000000.06066712,-1,1,-13.2878,0.0,-3.2582,0.02
0,1820,-0.04486432,-4000000.06307906,-1,1,-13.2878,0.0,-3.2582,0.02
0,1830,-0.04486432,-2000000.06181828,-1,1,-13.2878,0.0,-3.2582,0.02
0,1840,-0.04486432,-2000000.06313457,-1,1,-13.2878,0.0,-3.2582,0.02
0,1850,-0.04486432,-5000000.06088769,-1,1,-13.2878,0.0,-3.2582,0.02
0,1860,-0.04486432,-3000000.06159129,-1,1,-13.2878,0.0,-3.2582,0.02
0,1870,-0.04486432,-8000000.06044275,-1,1,-13.2878,0.0,-3.2582,0.02
0,1880,-0.04486432,-6000000.06056626,-1,1,-13.2878,0.0,-3.2582,0.02
0,1890,-0.04486432,-6000000.06153409,-1,1,-13.2878,0.0,-3.2582,0.02
0,1900,-0.04486432,-8000000.06003273,-1,1,-13.2878,0.0,-3.2582,0.02
0,1910,-0.04486432,-4000000.05989463,-1,1,-13.2878,0.0,-3.2582,0.02
0,1920,-0.04486432,-3000000.06135751,-1,1,-13.2878,0.0,-3.2582,0.02
0,1930,-0.04486432,-5000000.060003,-1,1,-13.2878,0.0,-3.2582,0.02
0,1940,-0.04486432,-2000000.06322993,-1,1,-13.2878,0.0,-3.2582,0.02
0,1950,-0.04486432,-4000000.06267661,-1,1,-13.2878,0.0,-3.2582,0.02
0,1960,-0.04486432,-5000000.06239817,-1,1,-13.2878,0.0,-3.2582,0.02
0,1970,-0.04486432,-5000000.06187497,-1,1,-13.2878,0.0,-3.2582,0.02
0,1980,-0.04486432,-2000000.06147958,-1,1,-13.2878,0.0,-3.2582,0.02
0,1990,-0.04486432,-5000000.06095104,-1,1,-13.2878,0.0,-3.2582,0.02
0,2000,-0.04486432,-6000000.06035777,-1,1,-13.2878,0.0,-3.2582,0.02
0,2010,-0.04486432,-8000000.06189641,-1,1,-13.2878,0.0,-3.2582,0.02
0,2020,-0.04486432,-2000000.06304399,-1,1,-13.2878,0.0,-3.2582,0.02
0,2030,-0.04486432,-5000000.06313111,-1,1,-13.2878,0.0,-3.2582,0.02
0,2040,-0.04486432,-8000000.06092242,-1,1,-13.2878,0.0,-3.2582,0.02
0,2050,-0.04486432,-5000000.06178427,-1,1,-13.2878,0.0,-3.2582,0.02
0,2060,-0.04486432,-7000000.06020087,-1,1,-13.2878,0.0,-3.2582,0.02
0,2070,-0.04486432,-4000000.0615574,-1,1,-13.2878,0.0,-3.2582,0.02
0,2080,-0.04486432,-6000000.06114464,-1,1,-13.2878,0.0,-3.2582,0.02
0,2090,-0.04486432,-2000000.06320189,-1,1,-13.2878,0.0,-3.2582,0.02
0,2100,-0.04486432,-7000000.06143678,-1,1,-13.2878,0.0,-3.2582,0.02
0,2110,-0.04486432,-6000000.06003335,-1,1,-13.2878,0.0,-3.2582,0.02
0,2120,-0.04486432,-6000000.06198065,-1,1,-13.2878,0.0,-3.2582,0.02
0,2130,-0.04486432,-4000000.06325508,-1,1,-13.2878,0.0,-3.2582,0.02
0,2140,-0.04486432,-3000000.0622772,-1,1,-13.2878,0.0,-3.2582,0.02
0,2150,-0.04486432,-6000000.06009235,-1,1,-13.2878,0.0,-3.2582,0.02
0,2160,-0.04486432,-4000000.06194483,-1,1,-13.2878,0.0,-3.2582,0.02
0,2170,-0.04486432,-6000000.06103323,-1,1,-13.2878,0.0,-3.2582,0.02
0,2180,-0.04486432,-4000000.06239074,-1,1,-13.2878,0.0,-3.2582,0.02
0,2190,-0.04486432,-4000000.06377517,-1,1,-13.2878,0.0,-3.2582,0.02
0,2200,-0.04486432,-2000000.06170978,-1,1,-13.2878,0.0,-3.2582,0.02
0,2210,-0.04486432,-11000000.05927113,-1,1,-13.2878,0.0,-3.2582,0.02
0,2220,-0.04486432,-2000000.06155647,-1,1,-13.2878,0.0,-3.2582,0.02
0,2230,-0.04486432,-5000000.06067589,-1,1,-13.2878,0.0,-3.2582,0.02
0,2240,-0.04486432,-5000000.06095831,-1,1,-13.2878,0.0,-3.2582,0.02
0,2250,-0.04486432,-6000000.06140346,-1,1,-13.2878,0.0,-3.2582,0.02
0,2260,-0.04486432,-4000000.06329802,-1,1,-13.2878,0.0,-3.2582,0.02
0,2270,-0.04486432,-6000000.06125653,-1,1,-13.2878,0.0,-3.2582,0.02
0,2280,-0.04486432,-2000000.06056082,-1,1,-13.2878,0.0,-3.2582,0.02
0,2290,-0.04486432,-3000000.06149691,-1,1,-13.2878,0.0,-3.2582,0.02
0,2300,-0.04486432,-8000000.06122675,-1,1,-13.2878,0.0,-3.2582,0.02
0,2310,-0.04486432,-5000000.06436503,-1,1,-13.2878,0.0,-3.2582,0.02
0,2320,-0.04486432,-10000000.05764147,-1,1,-13.2878,0.0,-3.2582,0.02
0,2330,-0.04486432,-4000000.06034963,-1,1,-13.2878,0.0,-3.2582,0.02
0,2340,-0.04486432,-4000000.06233942,-1,1,-13.2878,0.0,-3.2582,0.02
0,2350,-0.04486432,-8000000.05898311,-1,1,-13.2878,0.0,-3.2582,0.02
0,2360,-0.04486432,-5000000.06078769,-1,1,-13.2878,0.0,-3.2582,0.02
0,2370,-0.04486432,-4000000.06186917,-1,1,-13.2878,0.0,-3.2582,0.02
0,2380,-0.04486432,-5000000.06040763,-1,1,-13.2878,0.0,-3.2582,0.02
0,2390,-0.04486432,-4000000.06071804,-1,1,-13.2878,0.0,-3.2582,0.02
0,2400,-0.04486432,-6000000.05990236,-1,1,-13.2878,0.0,-3.2582,0.02
0,2410,-0.04486432,-4000000.06129015,-1,1,-13.2878,0.0,-3.2582,0.02
0,2420,-0.04486432,-5000000.06116981,-1,1,-13.2878,0.0,-3.2582,0.02
0,2430,-0.04486432,-6000000.05984437,-1,1,-13.2878,0.0,-3.2582,0.02
0,2440,-0.04486432,-3000000.06379467,-1,1,-13.2878,0.0,-3.2582,0.02
0,2450,-0.04486432,-2000000.06141061,-1,1,-13.2878,0.0,-3.2582,0.02
0,2460,-0.04486432,-3000000.06256047,-1,1,-13.2878,0.0,-3.2582,0.02
0,2470,-0.04486432,-4000000.06230211,-1,1,-13.2878,0.0,-3.2582,0.02
0,2480,-0.04486432,-9000000.05802526,-1,1,-13.2878,0.0,-3.2582,0.02
0,2490,-0.04486432,-4000000.06008275,-1,1,-13.2878,0.0,-3.2582,0.02
0,2500,-0.04486432,-3000000.06395465,-1,1,-13.2878,0.0,-3.2582,0.02
0,2510,-0.04486432,-4000000.06244586,-1,1,-13.2878,0.0,-3.2582,0.02
0,2520,-0.04486432,-5000000.06015133,-1,1,-13.2878,0.0,-3.2582,0.02
0,2530,-0.04486432,-7000000.06155888,-1,1,-13.2878,0.0,-3.2582,0.02
0,2540,-0.04486432,-10000000.05901117,-1,1,-13.2878,0.0,-3.2582,0.02
0,2550,-0.04486432,-2000000.06167311,-1,1,-13.2878,0.0,-3.2582,0.02
0,2560,-0.04486432,-7000000.0615769,-1,1,-13.2878,0.0,-3.2582,0.02
0,2570,-0.04486432,-7000000.06192839,-1,1,-13.2878,0.0,-3.2582,0.02
0,2580,-0.04486432,-5000000.06256984,-1,1,-13.2878,0.0,-3.2582,0.02
0,2590,-0.04486432,-5000000.06075328,-1,1,-13.2878,0.0,-3.2582,0.02
0,2600,-0.04486432,-5000000.06147487,-1,1,-13.2878,0.0,-3.2582,0.02
0,2610,-0.04486432,-1000000.06134568,-1,1,-13.2878,0.0,-3.2582,0.02
0,2620,-0.04486432,-3000000.06183751,-1,1,-13.2878,0.0,-3.2582,0.02
0,2630,-0.04486432,-4000000.06304071,-1,1,-13.2878,0.0,-3.2582,0.02
0,2640,-0.04486432,-8000000.06171207,-1,1,-13.2878,0.0,-3.2582,0.02
0,2650,-0.04486432,-4000000.06015968,-1,1,-13.2878,0.0,-3.2582,0.02
0,2660,-0.04486432,-4000000.0624991,-1,1,-13.2878,0.0,-3.2582,0.02
0,2670,-0.04486432,-6000000.06120729,-1,1,-13.2878,0.0,-3.2582,0.02
0,2680,-0.04486432,-5000000.06112478,-1,1,-13.2878,0.0,-3.2582,0.02
0,2690,-0.04486432,-4000000.05997933,-1,1,-13.2878,0.0,-3.2582,0.02
0,2700,-0.04486432,-3000000.06265259,-1,1,-13.2878,0.0,-3.2582,0.02
0,2710,-0.04486432,-4000000.06082141,-1,1,-13.2878,0.0,-3.2582,0.02
0,2720,-0.04486432,-2000000.0627362,-1,1,-13.2878,0.0,-3.2582,0.02
0,2730,-0.04486432,-4000000.0627463,-1,1,-13.2878,0.0,-3.2582,0.02
0,2740,-0.04486432,-8000000.06192915,-1,1,-13.2878,0.0,-3.2582,0.02
0,2750,-0.04486432,-7000000.06233106,-1,1,-13.2878,0.0,-3.2582,0.02
0,2760,-0.04486432,-3000000.0598924,-1,1,-13.2878,0.0,-3.2582,0.02
0,2770,-0.04486432,-2000000.06556449,-1,1,-13.2878,0.0,-3.2582,0.02
0,2780,-0.04486432,-9000000.05911245,-1,1,-13.2878,0.0,-3.2582,0.02
0,2790,-0.04486432,-5000000.06059952,-1,1,-13.2878,0.0,-3.2582,0.02
0,2800,-0.04486432,-2000000.06143969,-1,1,-13.2878,0.0,-3.2582,0.02
0,2810,-0.04486432,-3000000.06118686,-1,1,-13.2878,0.0,-3.2582,0.02
0,2820,-0.04486432,-3000000.06249748,-1,1,-13.2878,0.0,-3.2582,0.02
0,2830,-0.04486432,-3000000.06140511,-1,1,-13.2878,0.0,-3.2582,0.02
