level,seed,gen,best_fitness,mean_fitness,best_expr,node_count,total_info,monotonicity,mean_rate,parsimony
1,0,730,-0.0048606,-1000000.01204469,0,1,0.3485,0.0,0.0,0.005
1,0,740,-0.0048606,-2000000.0118393,0,1,0.3485,0.0,0.0,0.005
1,0,750,-0.0048606,-2000000.01213802,0,1,0.3485,0.0,0.0,0.005
1,0,760,-0.0048606,-1000000.01165637,0,1,0.3485,0.0,0.0,0.005
1,0,770,-0.0048606,-1000000.01155369,0,1,0.3485,0.0,0.0,0.005
1,0,780,-0.0048606,-0.0124272,0,1,0.3485,0.0,0.0,0.005
1,0,790,-0.0048606,-4000000.01073481,0,1,0.3485,0.0,0.0,0.005
1,0,800,-0.0048606,-1000000.01185469,0,1,0.3485,0.0,0.0,0.005
1,0,810,-0.0048606,-4000000.01181163,0,1,0.3485,0.0,0.0,0.005
1,0,820,-0.0048606,-0.01144584,0,1,0.3485,0.0,0.0,0.005
1,0,830,-0.0048606,-2000000.01239383,0,1,0.3485,0.0,0.0,0.005
1,0,840,-0.0048606,-2000000.01196315,0,1,0.3485,0.0,0.0,0.005
1,0,850,-0.0048606,-2000000.01147907,0,1,0.3485,0.0,0.0,0.005
1,0,860,-0.0048606,-3000000.01171198,0,1,0.3485,0.0,0.0,0.005
1,0,870,-0.0048606,-0.01274011,0,1,0.3485,0.0,0.0,0.005
1,0,880,-0.0048606,-2000000.01168666,0,1,0.3485,0.0,0.0,0.005
1,0,890,-0.0048606,-1000000.01242288,0,1,0.3485,0.0,0.0,0.005
1,0,900,-0.0048606,-2000000.01233107,0,1,0.3485,0.0,0.0,0.005
1,0,910,-0.0048606,-0.01238862,0,1,0.3485,0.0,0.0,0.005
1,0,920,-0.0048606,-1000000.01181091,0,1,0.3485,0.0,0.0,0.005
1,0,930,-0.0048606,-4000000.01184672,0,1,0.3485,0.0,0.0,0.005
1,0,940,-0.0048606,-0.01230387,0,1,0.3485,0.0,0.0,0.005
1,0,950,-0.0048606,-2000000.01291964,0,1,0.3485,0.0,0.0,0.005
1,0,960,-0.0048606,-2000000.01184277,0,1,0.3485,0.0,0.0,0.005
1,0,970,-0.0048606,-1000000.01257434,0,1,0.3485,0.0,0.0,0.005
1,0,980,-0.0048606,-3000000.01192803,0,1,0.3485,0.0,0.0,0.005
1,0,990,-0.0048606,-0.01270516,0,1,0.3485,0.0,0.0,0.005
